review_text,cleaned_text,sentiment_vader,sentiment_blob,language,sentiment_swn
"Salah satu kopi yg best di Jogjaa, termasuk yg favorit juga, salted caramel less sugar, Masya Allah creamy banget 😍",salah kopi yg best jogjaa yg favorit salted caramel less sugar masya allah creamy banget,Positif,Positif,id,positive
Nunggunya kelamaan orderan online harus ikut antri kyak ofline gak langsung dibuatin,nunggunya orderan online antri kyak ofline gak langsung dibuatin,Netral,Netral,id,neutral
"Servicenya okee dan cepatt, kopinya enak jugaa. Untuk tempatnyaa enjoy untuk mahasiswa yg baru laptopan, dan yg di lantai 2 cocok untuk tempat nongkrong. Karyawan ramaah ssemua",servicenya okee cepatt kopinya enak jugaa tempatnyaa enjoy mahasiswa yg laptopan yg lantai cocok nongkrong karyawan ramaah ssemua,Positif,Positif,id,neutral
Kalo pas pergantian sift tolong jgn meneyepelekan custemer. Sya menunggu terlalu lama di sini. Pelayanan yg sangat lama. Terlalu menyepelekan orang lain. Antrian yg gak teratur. Meminta maaf gampang. Tapi pelayanannya yg lemot. saran sih jgn dateng kesini pas lagi pergantian sift. Masa antrian sudah panjang tapi pelayannya masih tetep lama. Terlalu santai.,kalo pas pergantian sift tolong jgn meneyepelekan custemer sya menunggu pelayanan yg menyepelekan orang antrian yg gak teratur maaf gampang pelayanannya yg lemot saran sih jgn dateng kesini pas pergantian sift antrian pelayannya tetep santai,Netral,Netral,id,neutral
Couvee is never fail lah.. harga masih terjangkau di banding coffee shop lain di jogja yg harganya udah pada menyentuh 30rb an. Tapi couvee masih 20rb an.. dan rasanyaaa masih juara 1.,couvee is never fail harga terjangkau banding coffee shop jogja yg harganya udah menyentuh rb an couvee rb an rasanyaaa juara,Positif,Positif,id,negative
"Lokasinya ok buat remote work, kopinya enak dengan harga yang relative masih masuk dikantong mahasiswa",lokasinya ok remote work kopinya enak harga relative masuk dikantong mahasiswa,Positif,Positif,id,positive
"Rasa kopinya sangat kuat. Bagi yang gak terlalu suka kopi pesen menu yang selain signature saja. Tapi kalau yang suka kopi, Signature nya wajib dicoba kopinya strong, top banget deh",kopinya kuat gak suka kopi pesen menu signature suka kopi signature nya wajib dicoba kopinya strong top banget deh,Positif,Positif,id,positive
"Kopinya lumayan enak, harga standar cafe, tempat bersih. I like java coffe",kopinya lumayan enak harga standar cafe bersih i like java coffe,Positif,Netral,id,neutral
"Semoga segera hadir di kota2 lain ya! Saya kemarin iseng mampir cari kopi pas trip ke yogya karena lagi ngantuk2nya butuh asupan nyetir pulang ke jkt, gak sengaja ketemu couvee tanpa ada ekspektasi apa2 tanya sama barista minta kopi yang agak strong, direkomendasiin varian java, saya coba tambah 1 shot espresso, uhhh falling in love on the first sip ❤️, sukses terus! Definitely will come back.",semoga hadir kota ya kemarin iseng mampir cari kopi pas trip yogya ngantuknya butuh asupan nyetir pulang jkt gak sengaja ketemu couvee ekspektasi barista kopi strong direkomendasiin varian java coba shot espresso uhhh falling in love on the first sip sukses definitely will come back,Positif,Positif,id,positive
wifinya lemot bangetttttttttt dan ac ga  dinginnnn,wifinya lemot bangetttttttttt ac ga dinginnnn,Netral,Netral,id,neutral
"definisi kopi enakkk non kopi pun enak, trus tempatnya juga luas bgt ada indoor dan outdoor, pelayanan sudah bagus 👍🏻",definisi kopi enakkk non kopi enak trus tempatnya luas bgt indoor outdoor pelayanan bagus,Netral,Netral,id,negative
Kopi nya enak bgt,kopi nya enak bgt,Netral,Netral,id,neutral
"Kalo ganti shift tolong aplikasinya di matikan dulu, jadi nunggu sia sia, dan alur pemesanannya nya mohon di evaluasi. Harusnya di nota dulu, biar ngga keburu di cancel customer!",kalo ganti shift tolong aplikasinya matikan nunggu sia sia alur pemesanannya nya mohon evaluasi nota biar ngga keburu cancel customer,Negatif,Netral,id,neutral
"Tempat luas, nyaman, bersih
Pelayanan terbaik
Rasa terbaik",luas nyaman bersih pelayanan terbaik terbaik,Netral,Netral,id,neutral
"Sebagai masukan buat couve
Driver itu bukan orang yang mau ngopi di tempat anda
Orderan itu sdh anda tau sebelum driver datang
Kalo driver suruh antri lha buat apa ada aplikasi merchand di HP anda...
Cukup katakan kalo driver datang "" Silahkan tunggu pak / ibu mas. Orderan sedang di buatkan simple kan. Mas kasir gondrong yang selalu merapikan rambut nya
Bukan malah nyuruh driver antri..... Kalo anda sekelas gacoan saya paham",masukan couve driver orang ngopi orderan sdh tau driver kalo driver suruh antri lha aplikasi merchand hp kalo driver silahkan tunggu mas orderan buatkan simple mas kasir gondrong merapikan rambut nya nyuruh driver antri kalo sekelas gacoan paham,Netral,Netral,id,positive
"Tempat nyaman dan banyak kursi. Ada di lantai dua juga ternyata, semi outdoor gitu. Pelayanan ok. Menu lumayan.",nyaman kursi lantai semi outdoor gitu pelayanan ok menu lumayan,Positif,Positif,id,neutral
"enak kopinya. td beli yg Java. double xpresso jadi lumayan strong. teksturnya lembut, tidak asam. tempat nyaman, bersih.",enak kopinya td beli yg java double xpresso lumayan strong teksturnya lembut asam nyaman bersih,Positif,Positif,id,positive
"Kalo kopinya couvee, ga usah lah ditanya rasa ya udah pasti mantup. Di tokonya yg ini lebih gede dari yg di jakal jd bs nongkrong. Pembayarannya debet atau gopay bisa. Tapi ya gitu mas e mba e, kurang ramah gituuu, piyee padahal aku wis senyum sumringah ngenee",kalo kopinya couvee ga ya udah mantup tokonya yg gede yg jakal jd bs nongkrong pembayarannya debet gopay ya gitu mas e mba e ramah gituuu piyee wis senyum sumringah ngenee,Netral,Netral,id,positive
"Cocok sebagai CoSpace, akses internet dan coffe mantaf...americano bikin melek",cocok cospace akses internet coffe mantafamericano bikin melek,Netral,Netral,id,neutral
Tempat nyaman untuk berinteraksi dan berdiskusi maupun bekerja interior Instagramable,nyaman berinteraksi berdiskusi interior instagramable,Netral,Netral,id,neutral
"Sepertinya jadi satu-satunya couvee yang di konsep untuk working space daripada untuk nongkrong, ya walaupun tetep bisa nongkrong tapi lebih cocok dipake buat nugas kalau di couvee ini.",satusatunya couvee konsep working space nongkrong ya tetep nongkrong cocok dipake nugas couvee,Netral,Netral,id,positive
"Orderan online tapi sampai sini ikut antri orderan offline,
Parah banget,,,harusnya dibuatkan sesuai orderan masuk,,mana kalau disini antrian panjang bett, beda ama yg dijakal sat set cepet,",orderan online antri orderan offline parah bangetharusnya dibuatkan sesuai orderan masukmana antrian bett beda ama yg dijakal sat set cepet,Negatif,Netral,id,neutral
Cappucinonya enak agak creamy tapi worth ini kalo normal sugar. Tempat enak untuk WFC,cappucinonya enak creamy worth kalo normal sugar enak wfc,Positif,Positif,id,negative
"Enak banget kopinya, wajib dicoba kalau lagi main k jogja, coba deh kopi ini. Kopinya wamgi, creamy tapi tetep kerasa kopi. Enak pokonya.",enak banget kopinya wajib dicoba main k jogja coba deh kopi kopinya wamgi creamy tetep kerasa kopi enak pokonya,Netral,Positif,id,positive
Saran aja....kalo maintenance AC dilakukan pd jam tutup. Agar kebersihan terjaga. Membersihkan AC saat jam buka terutama di dapur sampai tehnisi naik keatas dgn duduk ditangga posisi sepatu/kaki mengarah meja dapur sangat riskan utk kebersihannya.,saran ajakalo maintenance ac pd jam tutup kebersihan terjaga membersihkan ac jam buka dapur tehnisi keatas dgn duduk ditangga posisi sepatukaki mengarah meja dapur riskan utk kebersihannya,Netral,Netral,id,positive
menurut saya sangat enak dan saya hampir setiap menugas di luar selalu pilih couvee tpi saya suka stress ke sini karena parkir mobil selalu penuh padahal saya pernah siang ke sini dan parkir mobil tetap penuh🥲 saya stress karena disuruh parkir di gedung samping yang kadang tidak nyaman untuk saya pribadi karena saya rasa kurang aman dan nyaman… padahal sprtinya couvee sudah diperluas…,enak menugas pilih couvee tpi suka stress parkir mobil penuh siang parkir mobil penuh stress disuruh parkir gedung samping kadang nyaman pribadi aman nyaman sprtinya couvee diperluas,Negatif,Netral,id,positive
Tempatnya gak terlalu besar. Namun tetap menyenangkan menghabiskan waktu disini,tempatnya gak menyenangkan menghabiskan,Netral,Netral,id,neutral
Tempat enak dan comfy buat nugas. Cinnamon rollsnya enak banget. Tambahin opsi untuk minuman non coffeenya dong kak ❤️,enak comfy nugas cinnamon rollsnya enak banget tambahin opsi minuman non coffeenya kak,Netral,Netral,id,neutral
"Cocok utk tempat nongkrong santai, kopinya juga enak",cocok utk nongkrong santai kopinya enak,Netral,Netral,id,neutral
Dark chocolatenya lumayan. Tempat lumayan ramai. Ada indoor dan outdoor. Pelayanan cepat.,dark chocolatenya lumayan lumayan ramai indoor outdoor pelayanan cepat,Netral,Negatif,id,positive
"Tempat menarik, tapi memang lahan parkir terbatas, apalagi kalau membawa mobil. Tersedia indoor maupun outdoor, yang suka AC maupun tidak. Menu bisa cek di sosial media, tapi kalau penyuka kopi, java bisa jadi pilihan. Kalau tidak suka kopi, original chocolate juga bisa jadi alternatif. Tersedia toilet dan tempat cuci tangan.",menarik lahan parkir terbatas membawa mobil tersedia indoor outdoor suka ac menu cek sosial media penyuka kopi java pilihan suka kopi original chocolate alternatif tersedia toilet cuci tangan,Positif,Positif,id,positive
fav place buat nugas! dominan anak kuliahan klo engga org kerja. rame teruuuss! tp selalu balik lg kesini. matcha lattenya enaq~ bisa take out juga ^_^,fav place nugas dominan anak kuliahan klo engga org kerja rame teruuuss tp lg kesini matcha lattenya enaq take out,Positif,Netral,id,neutral
Resto gak profesional kalau dah ikut online seharus nya oderan masuk di buat kan gak harus antri sama oderan offline.,resto gak profesional dah online seharus nya oderan masuk gak antri oderan offline,Negatif,Netral,id,neutral
"Udah langganan beli matcha latte disini dari beberapa taun karena emang seenak itu, biasanya pake motor kalo ga ojol, tp tadi pake mobil ga ada parkirnya :( mau parkir di ck nutupin pelanggan sana, disuruh tukang parkirnya parkir agak jauh, padahal cuma take away bentar karena aku tau couvee pelayanannya cepet, lagian dimobil ada orang lg yg bakal gantiin nyetir bentar nungguin mobil kalo ada yg mau lewat jadi fleksibel dan posisiku sudah minggir dan motor yg mau masuk bisa lewat , eh tp ttp ga boleh sama tukang parkirnya, ribet, ga jadi beli deh aku, saranku kasih solusi untuk parkir mobilnya 🙏🏻 karena semakin laris resiko pelanggan makin banyak , dan ga semua pelanggan naik motor atau pesen lewat ojol 🙏🏻 Sedih banget padahal matcha latte cabang lain ga seenak yg seturan :(",udah langganan beli matcha latte taun emang seenak pake motor kalo ga ojol tp pake mobil ga parkirnya parkir ck nutupin pelanggan disuruh tukang parkirnya parkir take away bentar tau couvee pelayanannya cepet dimobil orang lg yg gantiin nyetir bentar nungguin mobil kalo yg fleksibel posisiku minggir motor yg masuk eh tp ttp ga tukang parkirnya ribet ga beli deh saranku kasih solusi parkir mobilnya laris resiko pelanggan ga pelanggan motor pesen ojol sedih banget matcha latte cabang ga seenak yg seturan,Netral,Netral,id,neutral
"Kopi yang menurutku paling pas (btw aku gak terlalu suka kopi tp klo Couvee boleh lah😆)
Tempatnya nyaman, luas. Bisa duduk diluar juga.
Everyday latte🫶🏻",kopi menurutku pas btw gak suka kopi tp klo couvee tempatnya nyaman luas duduk diluar everyday latte,Netral,Negatif,id,positive
"Creme brulee terbaik sih, oiya oat milknya juga enak bgt👍🏻",creme brulee terbaik sih oiya oat milknya enak bgt,Netral,Netral,id,neutral
"variasi menu kopi-non kopi yang sama sama kasih rasa enak banget, signature java-nya udah murah enak lagi, kalo yang suka cium aroma relaksasi kopi yang lagi di proses ya kesini aja.

space indoor lumayan luas, comfy buat nugas, diskusi, dan nyantai, colokan juga ada.

outdoor agak pengap kalo lagi banyak yang ngerokok, paling enak kalo nongkrong outdoor di  meja luar dekat kamar mandi, tapi siap siap kehujanan/kepanasan",variasi menu kopinon kopi kasih enak banget signature javanya udah murah enak kalo suka cium aroma relaksasi kopi proses ya kesini aja space indoor lumayan luas comfy nugas diskusi nyantai colokan outdoor pengap kalo ngerokok enak kalo nongkrong outdoor meja kamar mandi kehujanankepanasan,Netral,Netral,id,positive
Ini tuh kek best Couvee buat layout dan ambience nya. Orang pada kerja semua jadi ketularan. Sementara yang ngobrol bisa ambil tempat diluar atau atas.,tuh kek best couvee layout ambience nya orang kerja ketularan ngobrol ambil diluar,Positif,Positif,id,positive
"Kopinya enak, recommended",kopinya enak recommended,Positif,Netral,id,negative
"Bakalan mampir ke Sini terus kalo Ke Jogja, rasa kopi di semua menunya Enak gak ada yang Fail, suasanya nyaman dan bikin betah",mampir kalo jogja kopi menunya enak gak fail suasanya nyaman bikin betah,Negatif,Negatif,id,neutral
"Untuk menu, saya belum ada nyobain.
Kesini hny untuk jemput teman...
Tapi dari yg saya lihat, tempatnya sgt cozy...
Banyak meja single & colokan, sehingga sangat nyaman untuk belajar & bekerja...",menu nyobain kesini hny jemput teman yg lihat tempatnya sgt cozy meja single colokan nyaman belajar,Netral,Negatif,id,neutral
"Tempat kopi nyaman dan cozy untuk nongkrong maupun bekerja. Semua kopinya enak dan pas. Harga standar dan linkungannya juga tenang dan bersih. Minusnya di ruangan ber ac suhunya dingin banget. Bagi yang tidak kuat dingin, siap-siap jaket yang tebal.",kopi nyaman cozy nongkrong kopinya enak pas harga standar linkungannya tenang bersih minusnya ruangan ber ac suhunya dingin banget kuat dingin siapsiap jaket tebal,Netral,Negatif,id,positive
"tempat nyaman, pelayanan bagus harga standar",nyaman pelayanan bagus harga standar,Netral,Netral,id,neutral
"Favoriteeeee
Hampir suka semua menu nya ♥️♥️♥️",favoriteeeee suka menu nya,Netral,Netral,id,neutral
Kopinya enak.. ✨,kopinya enak,Netral,Netral,id,neutral
"Sayangnya untuk customer pick up dan ojol serta yg dine in, tidak ada perbedaan antrian. Saya yg udah pesen buat di pick up 1,5jam yg lalu pada aplikasi gojek, pas dateng mau ambil ternyata juga harus antri sekitar 30 menitan. Pdhal niatan pesen pick up itu biar cepet gtu, gk pake antri. Nah ini malah antri lagi.. huhuhu",sayangnya customer pick up ojol yg dine in perbedaan antrian yg udah pesen pick up jam yg aplikasi gojek pas dateng ambil antri menitan pdhal niatan pesen pick up biar cepet gtu gk pake antri antri huhuhu,Netral,Netral,id,neutral
Kopi enak. Barista ramah pol. Kebersihan terjaga. Wifi oke. Mantap,kopi enak barista ramah pol kebersihan terjaga wifi oke mantap,Netral,Netral,id,neutral
"Gak pernah bosen untuk balik kesini, gak pernah ganti opsi, selalu matcha dan matcha pesennya, pelayanan bagus, stafnya juga ramah-ramah, untuk segi harga masih aman untuk semua kalangan",gak bosen kesini gak ganti opsi matcha matcha pesennya pelayanan bagus stafnya ramahramah segi harga aman kalangan,Netral,Netral,id,neutral
"Tempat akses mudah di jangkau pinggir jalan pas.
Cocok buat nugas dan selalu rame tempatnya
Cuma sedia menu coffee and minuman lain
Snacknya cuma ada cookies
Tempatnya nyaman adem
Ada outdor juga",akses mudah jangkau pinggir jalan pas cocok nugas rame tempatnya sedia menu coffee and minuman snacknya cookies tempatnya nyaman adem outdor,Netral,Netral,id,neutral
"tempatnya cocok untuk nugas, tenang, wifinya kenceng, harganya juga standard",tempatnya cocok nugas tenang wifinya kenceng harganya standard,Netral,Netral,id,neutral
"Tempat AC, enak buat ngerjain tugas tapi di jam jam tertentu bisa ramai banget sampai ke habisan tempat. Kalau kopinya enak dan tidak bikin enek. Aku suka juga hiasan hiasan dindingnya :)",ac enak ngerjain tugas jam jam ramai banget habisan kopinya enak bikin enek suka hiasan hiasan dindingnya,Netral,Netral,id,neutral
"It's very good place to enjoyed the coffee and chill with our friends. There's indoor and outdoor space in the 1st and 2nd floor. This place also comfortable to doing our job from office or colleague. I have tried some coffee and non-coffee menu. The best menu in this coffee shop i think is all variant coffee milk. I recommend you guys to try menu Java or Everyday Latte. For non-coffee i recommend you to try Banana Cream Latte. All space is very clean and comfortable also the toilet, stairs, and others. The barista is very friendly and good when explained the menu. The menu on the picture is Tropical Mango with unique and good taste.",its very good place to enjoyed the coffee and chill with our friends theres indoor and outdoor space in the st and nd floor this place also comfortable to doing our job from office or colleague i have tried some coffee and noncoffee menu the best menu in this coffee shop i think is all variant coffee milk i recommend you guys to try menu java or everyday latte for noncoffee i recommend you to try banana cream latte all space is very clean and comfortable also the toilet stairs and others the barista is very friendly and good when explained the menu the menu on the picture is tropical mango with unique and good taste,Positif,Positif,en,positive
"One of my one pick coffeeshops in Jogja! The coffee tasted very nice. The cup design is pretty. The price is reasonable. This shop is quite spacious & good for working as it offers WIFI. It’s located in Seturan, easy to find.",one of my one pick coffeeshops in jogja the coffee tasted very nice the cup design is pretty the price is reasonable this shop is quite spacious good for working as it offers wifi its located in seturan easy to find,Positif,Positif,en,positive
All time favourite coffee in jogja 👍👍👍,all time favourite coffee in jogja,Netral,Netral,en,positive
"Nice place to hangout with friends! So many young students here, they are using this spot as a coworking-space. They are not noisy, and that's a plus. :)

Moreover, I love the coffee. Perfect blend and aroma.

Lastly, nice atmosphere! Love to come back here again!",nice place to hangout with friends so many young students here they are using this spot as a coworkingspace they are not noisy and thats a plus moreover i love the coffee perfect blend and aroma lastly nice atmosphere love to come back here again,Positif,Positif,en,positive
"I love both coffee and the chocolate. The ambiance super calm, thus this place suitable for whom wants to work or study from coffee shop. And the music, i guess they have overrated playlist. I'll always wanna come back",i love both coffee and the chocolate the ambiance super calm thus this place suitable for whom wants to work or study from coffee shop and the music i guess they have overrated playlist ill always wan na come back,Positif,Positif,en,positive
"Popular coffee-shop in yogyakarta! This is one of their branch place. Scandinavian simple botanical interior design, indoor ac, outdoor smoking area & sidepart sit chill corner, huge parking area motor & car, cash & cashless payment, available on grabfood & gofood, taste coffee was good this kinda my favorite coffee in YK, pretty-wise price range, wifi checked, clean toilet, chill workspace, nice spot for catch-up, suitable for family, well barista services",popular coffeeshop in yogyakarta this is one of their branch place scandinavian simple botanical interior design indoor ac outdoor smoking area sidepart sit chill corner huge parking area motor car cash cashless payment available on grabfood gofood taste coffee was good this kinda my favorite coffee in yk prettywise price range wifi checked clean toilet chill workspace nice spot for catchup suitable for family well barista services,Positif,Positif,en,positive
"real tasty coffee and other beverages..
the matcha was delightful amd the dark chocolate has the real chocolate taste!
it's really great to have drink and use thencafe as the working space as well..",real tasty coffee and other beverages the matcha was delightful amd the dark chocolate has the real chocolate taste its really great to have drink and use thencafe as the working space as well,Positif,Positif,en,positive
"I thought coffee is fresh, since the displayed machine is good. But everything was premade, and a long black took them 20min. But staff was friendly!",i thought coffee is fresh since the displayed machine is good but everything was premade and a long black took them min but staff was friendly,Positif,Positif,en,positive
"Honestly my favourite coffee and spot to do some work. Although the place is quite small, you gotta be lucky to have the table all for yourself. If not gotta be prepared to share with someoene else. And it can get so noisy at times",honestly my favourite coffee and spot to do some work although the place is quite small you got ta be lucky to have the table all for yourself if not got ta be prepared to share with someoene else and it can get so noisy at times,Positif,Positif,en,positive
"Great coffee varieties
Great ambiance and crowd
A go-to place to sip a cup. Of. Coffee",great coffee varieties great ambiance and crowd a goto place to sip a cup of coffee,Positif,Positif,en,neutral
I love this coffee. Enak bgt kacaw!!!!!! I love everyday latte& melacca.,i love this coffee enak bgt kacaw i love everyday latte melacca,Positif,Positif,en,positive
"The most comfortable coffee shop in Seturan. My favorite is dark chocolate less sweet and the second is hazelnut.

The employees are very polite and friendly. The toilet is clean and the staff regularly check on it.

Looking forward to buying new menus!",the most comfortable coffee shop in seturan my favorite is dark chocolate less sweet and the second is hazelnut the employees are very polite and friendly the toilet is clean and the staff regularly check on it looking forward to buying new menus,Positif,Positif,en,positive
everydaylatte nya juwarakkk 🥵🔫❤️❤️,everydaylatte nya juwarakkk,Netral,Netral,tr,neutral
A comfy place to do your work or paper..or just to hang out with friends. It can be also a.great place to have a date.,a comfy place to do your work or paperor just to hang out with friends it can be also agreat place to have a date,Positif,Netral,en,negative
"nice coffeeshop, but, unfortunately I came here not at the right time for they don't have hot drink( for some reason)",nice coffeeshop but unfortunately i came here not at the right time for they dont have hot drink for some reason,Negatif,Positif,en,negative
"current favourite coffee, taste is sooo good
i prefer to take couvee than another famous brand",current favourite coffee taste is sooo good i prefer to take couvee than another famous brand,Positif,Positif,en,positive
Really good for working and hanging out with friends. The drinks are all also delightful.,really good for working and hanging out with friends the drinks are all also delightful,Positif,Positif,en,positive
"The place is cozy and clean.
Their coffee taste great.",the place is cozy and clean their coffee taste great,Positif,Positif,en,positive
"Cozy place, a good choice for studying or working with your laptop. Good coffee also with moderate price. Definitely recommend this to others.",cozy place a good choice for studying or working with your laptop good coffee also with moderate price definitely recommend this to others,Positif,Positif,en,positive
"It's a nice place to take a break and enjoy a cup of coffee. It's almost always crowded I think, but I enjoy their coffee :)",its a nice place to take a break and enjoy a cup of coffee its almost always crowded i think but i enjoy their coffee,Positif,Positif,en,positive
Always full of people. Coffee isn't the best but the interior is.,always full of people coffee isnt the best but the interior is,Negatif,Positif,en,positive
"Café agréable pour travailler. Beaucoup de tables et de prises + un bon wifi.
Le café latte avec lait d'avoine est délicieux.",caf agrable pour travailler beaucoup de tables et de prises un bon wifi le caf latte avec lait davoine est dlicieux,Netral,Netral,fr,neutral
very nice and comfortable place for doing work or assignments or even meeting with friends. the beverages taste wonderful.,very nice and comfortable place for doing work or assignments or even meeting with friends the beverages taste wonderful,Positif,Positif,en,positive
"Couvee Time..
It's the 2nd time for to come to this place cuz,..
Though I'm not coffee drinker like others but Couvee will give you a new sensation to drink Varian Coffee.
Start from Original or Mixed taste with contains are secret, that will make you feel different to taste the coffee.
For me the menus just serve a varian coffee and the price also cheap not costly.
The place easy to find cuz near from town, hotels, night club, & karaoke. You can sit outside, inside, private, smoking area or anywhere you wont.",couvee time its the nd time for to come to this place cuz though im not coffee drinker like others but couvee will give you a new sensation to drink varian coffee start from original or mixed taste with contains are secret that will make you feel different to taste the coffee for me the menus just serve a varian coffee and the price also cheap not costly the place easy to find cuz near from town hotels night club karaoke you can sit outside inside private smoking area or anywhere you wont,Positif,Positif,en,negative
"I went there on the weekend and it was crowded. The parking lot is quite wide. The barista was nice. Although the place wasn't that big, the atmosphere was quite good. They should use glass instead of plastic cup for those who drink in the place. I give 3 stars for the plastic cup. Hope they use less plastic cup in the future :)",i went there on the weekend and it was crowded the parking lot is quite wide the barista was nice although the place wasnt that big the atmosphere was quite good they should use glass instead of plastic cup for those who drink in the place i give stars for the plastic cup hope they use less plastic cup in the future,Positif,Positif,en,positive
"Uenakkk tenan kopine jos gandosss
Tempatnya juga luas dan nyaman",uenakkk tenan kopine jos gandosss tempatnya luas nyaman,Netral,Netral,id,neutral
"The best cafe for working, literally. I've tried many cafes but nothing beats this place. They have many charging ports and all the times i've visited, i only recall one time of the wifi not working and i visited this place at least once a week. Their customer segment, in this particular location, are also those who visit for working/studying so this place is rarely noisy. The chair and table have the right size and height, so you won't get back pain or be in an awkward position. Toilet are alwaysss clean, props to the cleaning guy! Best menu is everyday latte, no sugar. Cant stress enough how much I love this place lol",the best cafe for working literally ive tried many cafes but nothing beats this place they have many charging ports and all the times ive visited i only recall one time of the wifi not working and i visited this place at least once a week their customer segment in this particular location are also those who visit for workingstudying so this place is rarely noisy the chair and table have the right size and height so you wont get back pain or be in an awkward position toilet are alwaysss clean props to the cleaning guy best menu is everyday latte no sugar cant stress enough how much i love this place lol,Positif,Positif,en,positive
"The place was crowded when I visited. I ordered red velvet latte and it tasted good, just like any other red velvet beverages. For me personally, the AC was super cold lol, idk about anyone else tho but my friend and I were cold. The internet speed was decent. The place was cozy, but you cannot sit too closely, even with your friend, due to the PSBB regulation. However, overall, the menu and place are great but wish there were some pasta.",the place was crowded when i visited i ordered red velvet latte and it tasted good just like any other red velvet beverages for me personally the ac was super cold lol idk about anyone else tho but my friend and i were cold the internet speed was decent the place was cozy but you can not sit too closely even with your friend due to the psbb regulation however overall the menu and place are great but wish there were some pasta,Positif,Positif,en,positive
Super cozy to hang out. They only serve coffee and milks,super cozy to hang out they only serve coffee and milks,Positif,Positif,en,positive
"The price is around half of the famous S*, but the taste is 10 to 12. The place is comfortable and cosy, one thing to mention is some of the floors were dirty by footsteps. And if only the area is larger to accommodate more people.",the price is around half of the famous s but the taste is to the place is comfortable and cosy one thing to mention is some of the floors were dirty by footsteps and if only the area is larger to accommodate more people,Positif,Positif,en,positive
"the place is cozy, the coffee is good but the air conditioner are too cold 🥶",the place is cozy the coffee is good but the air conditioner are too cold,Positif,Negatif,en,positive
"The most worth it coffee shop for its price. Coffee, chocolate, non coffee all good. If you don't like some things just ask the barista, they'll gladly help (I usually order less sugar on my coffee).

This branch is their biggest branch. Recommended to hangout or do some light work. It is usually crowded, so if you want to do some serious work, don't go here.",the most worth it coffee shop for its price coffee chocolate non coffee all good if you dont like some things just ask the barista theyll gladly help i usually order less sugar on my coffee this branch is their biggest branch recommended to hangout or do some light work it is usually crowded so if you want to do some serious work dont go here,Positif,Positif,en,positive
"Well this is the new location from couvee, place is nice very modern a lot of seating place, I like this one than the other couvee in design point of view, coffee ☕ don't ask for it they become one of the best ice coffee in town. In covee I always like Java somehow the taste is for me. Parking in here for car is not much so prefer parking in ruko beside it if you bring car. Price and quality is the same, but somehow for take away seem slower then the other couvee.",well this is the new location from couvee place is nice very modern a lot of seating place i like this one than the other couvee in design point of view coffee dont ask for it they become one of the best ice coffee in town in covee i always like java somehow the taste is for me parking in here for car is not much so prefer parking in ruko beside it if you bring car price and quality is the same but somehow for take away seem slower then the other couvee,Positif,Positif,en,positive
"Very spacey and not too comfortable coffee shop but thir product quality is quiet good though the place needs lots of improvement. Almost no privacy here because the room is too open without any bulkhead, so not comfortable for me. Need improvement please",very spacey and not too comfortable coffee shop but thir product quality is quiet good though the place needs lots of improvement almost no privacy here because the room is too open without any bulkhead so not comfortable for me need improvement please,Positif,Positif,en,negative
A spacious place with spacious parking lot. There is a separate non smooking and smooking place for customers. This place is a cozy place for hanging out with yourself or with your fellas. I don't know if there are electricity sockets here but I saw many customer bring their laptop and do their work here. You can get free wifi here. The product price is affordable. You can find coffee menu and non coffee baverages also sweet sliced cake and pastry(?). Debit card payment are accepted. Recommended.,a spacious place with spacious parking lot there is a separate non smooking and smooking place for customers this place is a cozy place for hanging out with yourself or with your fellas i dont know if there are electricity sockets here but i saw many customer bring their laptop and do their work here you can get free wifi here the product price is affordable you can find coffee menu and non coffee baverages also sweet sliced cake and pastry debit card payment are accepted recommended,Positif,Positif,en,positive
"Pretty good place to hangout, the place is nice, coffee pretty good. U should try the blossom one cus I luv that haha. Overall I like it here.",pretty good place to hangout the place is nice coffee pretty good u should try the blossom one cus i luv that haha overall i like it here,Positif,Positif,en,positive
"Ever since the first time I tasted their coffee, I got addicted so now I always buy coffee from here. The red velvet latte and green latte are also very good. I guess I need to taste everything on their menu. Haha",ever since the first time i tasted their coffee i got addicted so now i always buy coffee from here the red velvet latte and green latte are also very good i guess i need to taste everything on their menu haha,Positif,Positif,en,neutral
I actually loves the coffee. Java is so far the best coffee that i ever taste in Jogja. But there's one thing that i feel uncomfortable about this place: there are no electric plugs in the smoking area.,i actually loves the coffee java is so far the best coffee that i ever taste in jogja but theres one thing that i feel uncomfortable about this place there are no electric plugs in the smoking area,Negatif,Positif,en,positive
Protokol social distancing nya ketat uga ya,protokol social distancing nya ketat uga ya,Netral,Positif,id,neutral
"+ thw outdoor smoking area is betywe than the indoor area. The coffee is so overrated. I ordered java and it was glod but not that special like how everybody in town rave about it.

- the indoor area is kaya pasar when it's crowded. Not that clmfortable.",thw outdoor smoking area is betywe than the indoor area the coffee is so overrated i ordered java and it was glod but not that special like how everybody in town rave about it the indoor area is kaya pasar when its crowded not that clmfortable,Negatif,Positif,en,negative
