Transaction_ID,Date,Region,Product,Customer_Age,Customer_Gender,Customer_Segment,Sales_Channel,Units_Sold,Unit_Price,Discount,Tax,Revenue,Expenses,Profit,Profit_Margin,Operational_Inefficiency
TXN006286,2020-04-19,South,Groceries,23,Male,Wholesale,Online,10,484.94,114.09,82.95,7321.25,5146.96,2091.34,0.29,High
TXN006287,2020-07-10,Central,Furniture,50,Female,Wholesale,Offline,7,926.84,129.9,156.9,7913.75,5108.57,2648.28,0.33,Normal
TXN006288,2022-06-22,North,Clothing,31,Female,Retail,Offline,4,83.72,7.86,16.19,479.86,271.38,192.29,0.4,Normal
TXN006289,2023-01-21,North,Clothing,18,Non-Binary,Wholesale,Mixed,6,431.52,33.0,24.32,4009.52,3049.84,935.36,0.23,High
TXN006290,2022-05-11,South,Furniture,42,Non-Binary,Retail,Online,8,832.11,196.47,64.43,9597.87,6808.5,2724.94,0.28,High
TXN006291,2021-07-21,West,Electronics,23,Non-Binary,Enterprise,Offline,6,625.73,108.41,115.53,4144.65,2368.34,1660.78,0.4,Normal
TXN006292,2022-12-19,South,Groceries,45,Male,Retail,Online,6,983.18,128.04,140.11,7170.08,3943.11,3086.86,0.43,Normal
TXN006293,2021-10-11,North,Groceries,35,Non-Binary,Wholesale,Mixed,8,749.05,59.91,87.48,5555.92,3364.35,2104.09,0.38,Normal
TXN006294,2020-02-08,West,Clothing,44,Male,Retail,Online,5,113.25,32.24,17.2,733.56,481.45,234.91,0.32,Normal
TXN006295,2024-04-12,East,Furniture,66,Non-Binary,Wholesale,Offline,6,390.43,30.97,33.89,4291.54,3382.54,875.11,0.2,High
TXN006296,2022-12-08,North,Electronics,19,Female,Enterprise,Offline,5,342.43,101.64,54.35,1573.77,1235.72,283.7,0.18,High
TXN006297,2023-12-14,South,Furniture,57,Female,Wholesale,Online,6,500.88,101.6,61.84,3247.96,2036.64,1149.48,0.35,Normal
TXN006298,2021-09-28,East,Clothing,38,Non-Binary,Wholesale,Mixed,6,629.05,161.39,93.17,2807.53,1613.16,1101.2,0.39,Normal
TXN006299,2022-11-02,Central,Clothing,40,Non-Binary,Wholesale,Mixed,7,266.83,39.51,25.4,1710.73,1206.1,479.23,0.28,High
TXN006300,2020-02-05,East,Groceries,19,Male,Wholesale,Mixed,9,636.05,64.13,82.48,9215.69,5797.53,3335.68,0.36,Normal
TXN006301,2020-04-10,South,Home Essentials,33,Female,Wholesale,Mixed,4,278.62,25.65,17.88,2016.65,1019.47,979.3,0.49,Normal
TXN006302,2024-12-22,East,Electronics,21,Non-Binary,Wholesale,Offline,4,141.79,35.2,11.02,610.27,322.68,276.57,0.45,Normal
TXN006303,2023-01-14,South,Electronics,51,Non-Binary,Retail,Online,8,522.28,71.42,26.26,5840.75,3606.38,2208.11,0.38,Normal
TXN006304,2024-03-19,North,Home Essentials,22,Female,Enterprise,Offline,8,498.4,63.22,47.4,6924.32,4818.0,2058.92,0.3,Normal
TXN006305,2023-05-31,West,Clothing,66,Non-Binary,Retail,Online,4,418.49,77.93,21.57,2394.86,1258.77,1114.52,0.47,Normal
TXN006306,2023-09-23,Central,Furniture,51,Female,Enterprise,Online,5,541.14,104.8,67.43,2191.39,1670.29,453.67,0.21,High
TXN006307,2020-06-14,West,Electronics,39,Non-Binary,Retail,Mixed,7,509.94,55.16,28.11,5221.24,3585.44,1607.69,0.31,Normal
TXN006308,2021-01-17,West,Home Essentials,63,Female,Enterprise,Mixed,9,592.98,160.94,46.6,6393.4,3667.22,2679.58,0.42,Normal
TXN006309,2023-10-31,West,Groceries,37,Male,Enterprise,Online,8,967.7,274.31,114.41,5914.74,3988.66,1811.67,0.31,Normal
TXN006310,2024-02-03,South,Groceries,56,Non-Binary,Retail,Online,5,712.35,77.25,69.36,5640.38,4140.63,1430.39,0.25,High
TXN006311,2022-02-28,South,Clothing,64,Non-Binary,Retail,Online,7,867.9,185.24,68.7,9198.41,5920.84,3208.87,0.35,Normal
TXN006312,2024-07-23,Central,Electronics,67,Non-Binary,Enterprise,Offline,5,507.51,75.64,55.77,2831.22,1701.31,1074.14,0.38,Normal
TXN006313,2020-01-31,South,Furniture,30,Male,Wholesale,Online,4,698.6,68.44,42.96,4422.05,3418.54,960.55,0.22,High
TXN006314,2023-10-30,South,Electronics,61,Non-Binary,Enterprise,Offline,5,83.54,12.79,12.93,375.7,239.23,123.54,0.33,Normal
TXN006315,2020-01-11,South,Groceries,51,Non-Binary,Wholesale,Online,5,817.34,189.71,107.54,5002.57,3344.31,1550.72,0.31,Normal
TXN006316,2023-08-18,South,Electronics,61,Female,Enterprise,Mixed,5,947.28,170.72,77.67,4407.84,3255.88,1074.29,0.24,High
TXN006317,2020-04-05,North,Groceries,23,Non-Binary,Wholesale,Online,4,974.43,152.39,172.15,6570.83,4218.93,2179.75,0.33,Normal
TXN006318,2023-04-28,Central,Home Essentials,46,Non-Binary,Retail,Online,5,201.37,30.39,12.51,1665.28,905.93,746.84,0.45,Normal
TXN006319,2021-03-28,South,Home Essentials,50,Female,Retail,Offline,1,965.32,155.15,160.54,1619.26,1112.77,345.95,0.21,Normal
TXN006320,2020-07-10,Central,Groceries,18,Male,Wholesale,Online,6,551.64,75.13,30.04,4055.85,2181.35,1844.46,0.45,Normal
TXN006321,2021-04-30,East,Furniture,64,Male,Wholesale,Offline,7,857.04,55.55,117.7,10884.27,6493.32,4273.25,0.39,Normal
TXN006322,2023-07-13,North,Furniture,65,Female,Wholesale,Offline,4,754.92,203.15,104.49,3093.58,1652.64,1336.45,0.43,Normal
TXN006323,2023-12-18,South,Electronics,24,Male,Wholesale,Mixed,5,908.18,262.46,64.92,4484.65,3484.62,935.11,0.21,High
TXN006324,2023-02-25,North,Groceries,39,Male,Retail,Mixed,7,622.53,143.48,98.49,6407.37,3343.8,2965.08,0.46,Normal
TXN006325,2020-08-25,North,Clothing,49,Non-Binary,Enterprise,Mixed,9,339.99,35.66,44.59,2990.22,2015.94,929.69,0.31,Normal
TXN006326,2023-10-10,East,Furniture,31,Non-Binary,Retail,Mixed,6,765.08,166.11,67.59,3616.55,2861.64,687.32,0.19,High
TXN006327,2023-02-09,Central,Furniture,68,Non-Binary,Enterprise,Offline,7,301.78,80.82,47.87,2811.5,1667.74,1095.89,0.39,Normal
TXN006328,2024-01-09,North,Home Essentials,41,Male,Retail,Online,7,281.06,63.34,33.95,2403.65,1713.63,656.07,0.27,High
TXN006329,2023-09-28,West,Furniture,36,Non-Binary,Wholesale,Offline,9,187.6,44.98,21.49,1284.3,850.62,412.19,0.32,Normal
TXN006330,2023-03-14,East,Furniture,44,Male,Retail,Mixed,5,95.78,12.26,4.87,824.98,479.12,340.99,0.41,Normal
TXN006331,2022-12-24,West,Furniture,40,Non-Binary,Retail,Online,3,808.58,199.85,100.45,2629.52,1933.69,595.38,0.23,High
TXN006332,2023-06-24,East,Groceries,62,Male,Wholesale,Offline,6,316.12,29.97,45.41,2685.87,1369.71,1270.75,0.47,Normal
TXN006333,2022-01-04,West,Groceries,38,Female,Wholesale,Online,7,410.29,92.58,70.81,3412.46,1967.26,1374.39,0.4,Normal
TXN006334,2022-09-17,West,Home Essentials,61,Female,Retail,Offline,4,779.43,83.49,150.69,2822.57,1497.58,1174.3,0.42,Normal
TXN006335,2024-02-22,North,Electronics,46,Non-Binary,Retail,Online,5,54.96,11.13,4.65,415.39,309.67,101.07,0.24,High
TXN006336,2022-04-04,North,Furniture,18,Male,Enterprise,Online,4,344.07,51.17,60.53,2342.54,1457.21,824.8,0.35,Normal
TXN006337,2024-01-02,East,Electronics,48,Female,Enterprise,Mixed,6,922.67,182.37,61.28,6739.15,3543.71,3134.16,0.47,Normal
TXN006338,2020-04-15,Central,Groceries,44,Female,Retail,Mixed,6,219.06,26.02,34.21,2297.91,1817.98,445.72,0.19,High
TXN006339,2020-06-29,North,Furniture,61,Non-Binary,Enterprise,Online,8,101.82,29.71,15.6,872.77,542.22,314.95,0.36,Normal
TXN006340,2020-07-02,North,Electronics,53,Non-Binary,Wholesale,Online,8,971.3,250.16,50.71,8579.21,4467.29,4061.21,0.47,Normal
TXN006341,2020-08-13,South,Electronics,44,Male,Retail,Mixed,7,681.03,160.62,79.62,4224.32,2588.9,1555.8,0.37,Normal
TXN006342,2022-02-15,North,Clothing,32,Female,Retail,Offline,6,821.64,156.08,117.99,7410.99,4516.14,2776.86,0.37,Normal
TXN006343,2022-02-28,Central,Groceries,42,Male,Enterprise,Online,4,179.62,45.41,31.18,1033.37,557.38,444.81,0.43,Normal
TXN006344,2023-01-17,South,Home Essentials,65,Male,Retail,Offline,6,31.1,7.02,5.5,237.56,170.2,61.86,0.26,High
TXN006345,2021-11-18,West,Home Essentials,32,Non-Binary,Retail,Mixed,10,569.67,75.36,51.9,5747.73,4332.57,1363.26,0.24,High
TXN006346,2021-06-13,West,Clothing,57,Male,Wholesale,Online,5,666.76,60.56,91.37,5021.01,3748.42,1181.22,0.24,High
TXN006347,2023-10-26,South,Electronics,36,Male,Retail,Offline,8,239.3,39.11,39.38,1675.98,982.68,653.92,0.39,Normal
TXN006348,2022-08-29,South,Clothing,64,Female,Enterprise,Mixed,9,38.51,8.35,6.66,292.44,158.25,127.53,0.44,Normal
TXN006349,2022-07-24,South,Clothing,67,Male,Wholesale,Online,7,969.77,149.56,106.25,7527.91,5806.97,1614.69,0.21,High
TXN006350,2023-11-23,East,Groceries,28,Female,Enterprise,Offline,9,378.62,93.99,43.02,3063.15,1871.33,1148.8,0.38,Normal
TXN006351,2020-04-15,Central,Furniture,58,Female,Retail,Online,6,724.14,88.45,103.18,7567.14,5487.32,1976.64,0.26,High
TXN006352,2023-07-18,Central,Electronics,50,Male,Enterprise,Offline,7,482.39,70.83,39.46,3917.72,2275.82,1602.44,0.41,Normal
TXN006353,2022-04-10,West,Home Essentials,58,Male,Enterprise,Offline,6,271.76,76.71,36.63,2333.97,1440.2,857.14,0.37,Normal
TXN006354,2024-03-06,West,Home Essentials,40,Female,Wholesale,Online,6,954.44,106.43,143.1,9939.56,5666.27,4130.19,0.42,Normal
TXN006355,2021-11-09,West,Clothing,29,Male,Retail,Mixed,7,559.6,51.25,33.17,3949.35,2504.21,1411.97,0.36,Normal
TXN006356,2024-03-28,North,Clothing,19,Female,Wholesale,Online,8,353.48,32.26,49.39,5137.51,2621.22,2466.9,0.48,Normal
TXN006357,2022-04-28,West,Clothing,60,Male,Retail,Mixed,4,741.73,72.16,136.31,5217.07,3081.58,1999.18,0.38,Normal
TXN006358,2022-11-21,South,Electronics,38,Female,Wholesale,Offline,6,628.73,36.95,76.82,4197.91,2220.4,1900.69,0.45,Normal
TXN006359,2021-01-27,West,Clothing,31,Female,Retail,Offline,10,709.8,111.56,108.92,10314.34,7097.36,3108.06,0.3,Normal
TXN006360,2020-02-09,South,Clothing,51,Non-Binary,Wholesale,Offline,7,833.65,155.01,128.93,8635.02,4568.67,3937.42,0.46,Normal
TXN006361,2021-10-21,East,Furniture,32,Male,Retail,Mixed,9,179.24,40.19,30.23,1289.08,836.58,422.27,0.33,Normal
TXN006362,2023-05-26,North,Electronics,38,Female,Wholesale,Offline,10,80.01,5.21,9.35,1341.83,976.62,355.86,0.27,High
TXN006363,2024-10-20,North,Groceries,40,Female,Enterprise,Online,5,473.52,87.34,73.17,1988.97,1156.73,759.07,0.38,Normal
TXN006364,2022-09-07,Central,Groceries,38,Male,Wholesale,Offline,6,41.96,10.38,2.61,197.29,118.05,76.63,0.39,Normal
TXN006365,2023-01-10,East,Furniture,67,Male,Enterprise,Mixed,7,225.58,43.68,28.01,2019.0,1378.38,612.61,0.3,Normal
TXN006366,2022-04-24,South,Home Essentials,31,Male,Wholesale,Mixed,5,182.33,20.71,32.49,1585.61,859.75,693.37,0.44,Normal
TXN006367,2024-10-09,East,Groceries,38,Non-Binary,Enterprise,Online,8,770.04,164.03,136.11,4878.75,2866.19,1876.45,0.38,Normal
TXN006368,2020-07-19,North,Electronics,29,Male,Retail,Online,8,787.65,109.97,96.8,7283.41,5535.13,1651.48,0.23,High
TXN006369,2021-03-22,South,Home Essentials,59,Non-Binary,Enterprise,Mixed,10,150.62,30.49,27.47,2393.27,1762.73,603.07,0.25,High
TXN006370,2023-12-22,East,Clothing,63,Male,Retail,Mixed,5,325.59,94.3,23.6,1645.45,942.84,679.01,0.41,Normal
TXN006371,2022-11-27,North,Electronics,64,Non-Binary,Enterprise,Online,5,715.83,82.43,126.26,3875.72,2760.52,988.94,0.26,High
TXN006372,2023-05-19,South,Home Essentials,22,Male,Retail,Online,11,218.9,48.72,12.28,3445.17,1870.74,1562.15,0.45,Normal
TXN006373,2021-03-19,South,Groceries,19,Non-Binary,Enterprise,Online,7,360.9,68.18,24.39,4071.55,2555.78,1491.38,0.37,Normal
TXN006374,2023-09-12,North,Clothing,39,Female,Wholesale,Online,6,379.92,56.12,23.39,1992.96,1078.86,890.71,0.45,Normal
TXN006375,2022-01-30,South,Clothing,23,Non-Binary,Retail,Mixed,5,90.48,4.59,14.77,750.2,474.69,260.74,0.35,Normal
TXN006376,2020-08-14,North,Electronics,61,Non-Binary,Retail,Offline,4,214.43,58.72,34.35,718.36,372.27,311.74,0.43,Normal
TXN006377,2020-02-17,West,Clothing,19,Female,Enterprise,Mixed,5,231.55,60.53,31.79,1597.08,1213.72,351.57,0.22,High
TXN006378,2022-11-07,West,Home Essentials,46,Male,Wholesale,Online,4,735.57,209.95,134.7,2311.3,1630.8,545.8,0.24,High
TXN006379,2022-06-30,South,Furniture,53,Female,Retail,Mixed,6,302.34,64.24,54.46,2161.34,1318.04,788.84,0.36,Normal
TXN006380,2024-01-02,South,Groceries,24,Female,Retail,Online,6,747.68,136.82,69.2,5560.82,3432.74,2058.88,0.37,Normal
TXN006381,2024-09-27,North,Electronics,33,Female,Wholesale,Mixed,4,526.28,46.38,56.17,1920.68,1488.1,376.41,0.2,High
TXN006382,2020-07-05,South,Furniture,50,Non-Binary,Wholesale,Online,6,99.13,16.4,19.77,725.36,564.6,140.99,0.19,High
TXN006383,2020-12-10,Central,Furniture,50,Female,Wholesale,Online,11,234.33,36.17,34.28,2901.78,2051.72,815.78,0.28,High
TXN006384,2020-08-11,West,Electronics,31,Male,Retail,Mixed,6,64.0,7.23,6.28,399.35,257.7,135.37,0.34,Normal
TXN006385,2022-04-09,South,Home Essentials,60,Non-Binary,Enterprise,Online,12,966.31,248.23,186.94,17195.64,11575.07,5433.63,0.32,Normal
TXN006386,2021-05-02,South,Groceries,29,Non-Binary,Enterprise,Offline,4,829.44,179.43,92.38,5022.16,3107.65,1822.13,0.36,Normal
TXN006387,2022-05-26,East,Electronics,60,Female,Retail,Online,4,283.11,65.79,22.48,1559.39,845.93,690.98,0.44,Normal
TXN006388,2022-04-28,South,Furniture,23,Non-Binary,Retail,Online,6,365.03,82.04,35.3,3307.45,2159.58,1112.57,0.34,Normal
TXN006389,2023-06-06,Central,Furniture,29,Male,Retail,Online,4,715.37,54.19,89.08,4529.08,3428.68,1011.32,0.22,High
TXN006390,2023-11-14,West,Electronics,48,Non-Binary,Retail,Offline,7,467.27,111.06,64.24,2838.01,1620.37,1153.4,0.41,Normal
TXN006391,2022-09-05,East,Furniture,29,Female,Wholesale,Mixed,3,608.07,159.16,44.19,1411.81,905.55,462.07,0.33,Normal
TXN006392,2024-05-31,North,Electronics,27,Female,Retail,Offline,8,45.87,7.65,6.43,535.27,316.11,212.73,0.4,Normal
TXN006393,2022-10-13,North,Electronics,57,Female,Retail,Offline,7,926.19,237.7,110.28,4872.81,3054.22,1708.31,0.35,Normal
TXN006394,2020-07-06,West,Groceries,44,Non-Binary,Retail,Offline,7,273.34,40.86,43.52,2364.12,1182.2,1138.4,0.48,Normal
TXN006395,2020-09-26,North,Electronics,69,Female,Wholesale,Mixed,6,663.42,156.09,37.29,3047.15,2322.62,687.24,0.23,High
TXN006396,2024-06-18,Central,Furniture,68,Non-Binary,Wholesale,Online,8,950.98,209.16,188.09,9535.42,7287.59,2059.74,0.22,High
TXN006397,2020-11-05,South,Clothing,24,Female,Wholesale,Offline,3,667.39,181.63,46.52,1594.6,1104.64,443.44,0.28,Normal
TXN006398,2023-03-01,West,Groceries,63,Female,Retail,Online,4,758.98,137.37,132.3,4797.29,3101.33,1563.66,0.33,Normal
TXN006399,2024-04-23,East,Furniture,53,Female,Wholesale,Offline,5,966.79,91.46,159.1,8587.62,6508.76,1919.76,0.22,High
TXN006400,2022-12-31,South,Furniture,50,Male,Retail,Offline,6,680.6,82.7,119.17,5381.1,4036.57,1225.36,0.23,High
TXN006401,2024-12-21,North,Groceries,44,Male,Retail,Offline,6,516.04,86.21,44.63,3669.49,2047.75,1577.11,0.43,Normal
TXN006402,2022-04-24,North,Groceries,25,Female,Enterprise,Offline,6,540.51,89.86,93.65,5305.44,3996.17,1215.62,0.23,High
TXN006403,2024-08-22,East,Furniture,22,Female,Wholesale,Offline,3,60.85,12.96,5.08,159.07,116.03,37.96,0.24,High
TXN006404,2023-04-25,Central,Clothing,25,Non-Binary,Enterprise,Offline,3,101.17,5.68,11.81,561.14,281.62,267.71,0.48,Normal
TXN006405,2021-04-30,East,Home Essentials,57,Non-Binary,Enterprise,Mixed,5,569.03,97.21,103.77,4576.67,3582.01,890.89,0.19,High
TXN006406,2023-04-29,West,Furniture,38,Male,Wholesale,Online,5,545.9,106.27,104.93,4273.27,2345.14,1823.2,0.43,Normal
TXN006407,2023-12-16,East,Groceries,41,Non-Binary,Wholesale,Online,11,517.52,108.78,58.69,6170.16,4042.54,2068.93,0.34,Normal
TXN006408,2020-04-29,North,Electronics,24,Non-Binary,Enterprise,Mixed,8,156.76,36.49,21.51,1866.6,1431.87,413.22,0.22,High
TXN006409,2020-08-07,Central,Electronics,36,Non-Binary,Retail,Offline,4,930.18,205.53,96.46,3475.97,2717.07,662.44,0.19,High
TXN006410,2020-02-22,Central,Groceries,48,Non-Binary,Enterprise,Mixed,6,909.59,216.01,87.67,7887.97,4489.29,3311.01,0.42,Normal
TXN006411,2024-10-23,East,Groceries,53,Male,Wholesale,Mixed,9,312.12,82.23,41.85,2150.77,1565.14,543.78,0.25,High
TXN006412,2024-01-14,West,Home Essentials,44,Male,Retail,Mixed,8,413.44,29.46,24.33,4974.34,3020.2,1929.81,0.39,Normal
TXN006413,2023-12-06,North,Groceries,46,Non-Binary,Enterprise,Online,7,397.33,63.73,56.2,3015.68,1911.17,1048.31,0.35,Normal
TXN006414,2024-07-24,South,Electronics,40,Non-Binary,Enterprise,Mixed,7,239.76,23.56,40.01,1972.27,1399.72,532.54,0.27,High
TXN006415,2023-06-14,Central,Clothing,37,Male,Enterprise,Offline,9,344.02,17.81,25.8,4839.39,3612.2,1201.39,0.25,High
TXN006416,2022-01-27,East,Groceries,23,Female,Wholesale,Mixed,5,994.03,138.83,75.03,7372.31,4914.93,2382.35,0.32,Normal
TXN006417,2022-01-07,West,Home Essentials,29,Non-Binary,Enterprise,Online,7,578.89,173.19,68.4,4430.54,3136.45,1225.69,0.28,High
TXN006418,2021-12-20,West,Clothing,67,Female,Wholesale,Online,6,900.81,105.09,120.18,6712.15,3646.16,2945.81,0.44,Normal
TXN006419,2021-02-09,North,Home Essentials,29,Non-Binary,Retail,Offline,6,737.61,122.54,77.3,6708.14,4346.77,2284.07,0.34,Normal
TXN006420,2021-08-30,Central,Clothing,67,Male,Retail,Mixed,9,880.47,242.54,79.37,6159.57,4598.17,1482.03,0.24,High
TXN006421,2022-10-17,North,Groceries,20,Non-Binary,Enterprise,Offline,4,378.42,35.95,52.71,1396.5,1055.32,288.47,0.21,High
TXN006422,2021-02-25,South,Electronics,59,Female,Wholesale,Mixed,8,649.18,56.73,49.16,9056.14,6451.5,2555.48,0.28,High
TXN006423,2021-12-12,South,Clothing,56,Male,Enterprise,Offline,5,384.37,51.33,70.98,2230.31,1220.39,938.94,0.42,Normal
TXN006424,2020-09-03,South,Furniture,52,Non-Binary,Retail,Offline,8,821.08,174.3,128.3,5443.72,3626.6,1688.82,0.31,Normal
TXN006425,2020-03-12,West,Home Essentials,36,Non-Binary,Wholesale,Offline,4,770.7,154.74,68.21,4860.66,2502.1,2290.35,0.47,Normal
TXN006426,2020-07-03,Central,Clothing,62,Male,Retail,Online,5,785.2,96.0,125.47,5094.87,3930.79,1038.61,0.2,High
TXN006427,2020-01-06,North,Home Essentials,21,Non-Binary,Retail,Online,9,212.24,58.61,28.62,2145.28,1190.16,926.5,0.43,Normal
TXN006428,2023-05-14,North,Electronics,48,Male,Wholesale,Mixed,7,860.93,63.11,167.03,10446.88,6277.13,4002.72,0.38,Normal
TXN006429,2024-04-16,South,Home Essentials,59,Non-Binary,Wholesale,Online,3,997.96,268.85,72.92,4334.71,3078.14,1183.65,0.27,High
TXN006430,2024-06-22,Central,Home Essentials,55,Male,Wholesale,Offline,4,833.7,77.81,129.86,4755.76,3481.8,1144.1,0.24,High
TXN006431,2022-06-24,Central,Furniture,50,Non-Binary,Enterprise,Online,7,493.34,89.65,58.24,4420.66,2809.26,1553.16,0.35,Normal
TXN006432,2021-01-21,East,Home Essentials,23,Male,Enterprise,Online,7,319.33,64.72,22.72,2988.58,1896.61,1069.25,0.36,Normal
TXN006433,2024-11-26,Central,Clothing,25,Male,Wholesale,Mixed,4,147.31,41.82,11.15,516.39,322.26,182.98,0.35,Normal
TXN006434,2021-11-29,Central,Home Essentials,45,Non-Binary,Wholesale,Offline,4,423.12,51.63,36.9,1840.05,1209.26,593.89,0.32,Normal
TXN006435,2023-01-04,North,Groceries,32,Male,Enterprise,Online,8,284.5,79.46,39.71,2516.91,1997.47,479.73,0.19,High
TXN006436,2023-04-15,Central,Home Essentials,48,Non-Binary,Wholesale,Online,4,443.43,129.48,62.9,2494.09,1822.95,608.24,0.24,High
TXN006437,2022-04-06,Central,Groceries,25,Non-Binary,Retail,Mixed,5,71.9,20.84,8.75,510.17,277.53,223.89,0.44,Normal
TXN006438,2024-12-27,North,Home Essentials,23,Non-Binary,Wholesale,Mixed,10,307.64,54.92,41.03,3725.57,2141.43,1543.11,0.41,Normal
TXN006439,2020-12-14,Central,Home Essentials,46,Male,Enterprise,Offline,6,961.94,86.43,188.19,7165.28,5640.77,1336.32,0.19,High
TXN006440,2023-07-02,North,Clothing,68,Non-Binary,Wholesale,Mixed,9,137.04,24.88,19.31,1509.82,970.22,520.29,0.34,Normal
TXN006441,2024-09-21,East,Groceries,63,Male,Wholesale,Offline,8,92.32,23.39,9.49,554.56,399.52,145.55,0.26,High
TXN006442,2020-11-03,West,Groceries,51,Female,Retail,Offline,5,695.53,97.57,121.92,3242.18,1737.32,1382.94,0.43,Normal
TXN006443,2023-09-30,North,Furniture,24,Female,Wholesale,Online,7,831.67,201.85,73.99,4408.92,3128.84,1206.09,0.27,High
TXN006444,2023-02-24,North,Home Essentials,57,Female,Enterprise,Online,3,114.82,22.46,22.37,528.05,276.59,229.09,0.43,Normal
TXN006445,2020-10-13,Central,Home Essentials,27,Non-Binary,Enterprise,Online,3,957.86,176.65,110.29,2373.98,1734.63,529.06,0.22,High
TXN006446,2022-02-04,North,Clothing,30,Male,Retail,Online,9,56.05,8.27,5.86,766.88,488.98,272.04,0.35,Normal
TXN006447,2021-12-25,South,Furniture,39,Non-Binary,Retail,Online,6,878.34,194.07,102.42,5946.78,4292.56,1551.8,0.26,High
TXN006448,2022-01-31,South,Furniture,38,Male,Enterprise,Offline,9,834.27,118.88,140.29,11295.31,7144.15,4010.87,0.36,Normal
TXN006449,2024-06-07,East,Clothing,69,Female,Wholesale,Online,8,675.03,109.94,36.45,7670.74,4179.54,3454.75,0.45,Normal
TXN006450,2024-02-19,North,Groceries,18,Female,Enterprise,Online,4,641.02,50.24,123.16,4440.66,2343.18,1974.32,0.44,Normal
TXN006451,2021-01-17,Central,Electronics,58,Female,Retail,Online,5,787.9,190.21,80.27,4913.73,3094.74,1738.72,0.35,Normal
TXN006452,2023-11-30,Central,Clothing,59,Non-Binary,Enterprise,Offline,5,96.39,19.44,16.82,479.27,246.64,215.81,0.45,Normal
TXN006453,2021-01-22,West,Groceries,69,Non-Binary,Retail,Mixed,7,389.55,90.39,62.2,3528.3,2486.29,979.81,0.28,High
TXN006454,2021-06-08,East,Furniture,19,Male,Enterprise,Mixed,1,110.25,31.97,5.94,132.83,104.61,22.28,0.17,High
TXN006455,2024-04-29,Central,Clothing,69,Male,Wholesale,Online,5,171.26,19.5,27.3,1472.08,1145.86,298.92,0.2,High
TXN006456,2021-09-30,West,Electronics,46,Female,Wholesale,Mixed,7,832.25,190.69,92.49,4491.11,3026.36,1372.26,0.31,Normal
TXN006457,2022-07-26,Central,Home Essentials,28,Non-Binary,Retail,Offline,3,707.81,93.71,120.81,2386.37,1601.99,663.57,0.28,Normal
TXN006458,2024-07-07,West,Clothing,54,Non-Binary,Wholesale,Online,5,379.64,38.16,43.61,2465.78,1651.57,770.6,0.31,Normal
TXN006459,2020-10-02,South,Electronics,67,Male,Retail,Offline,7,418.02,77.12,59.58,2387.19,1839.68,487.93,0.2,High
TXN006460,2021-05-14,South,Electronics,24,Male,Wholesale,Offline,9,684.12,198.77,84.55,8171.11,4205.42,3881.14,0.47,Normal
TXN006461,2021-12-17,Central,Clothing,52,Non-Binary,Enterprise,Online,5,646.02,186.41,105.85,3172.83,2205.03,861.95,0.27,Normal
TXN006462,2020-12-02,East,Groceries,47,Non-Binary,Wholesale,Offline,7,497.66,137.88,67.34,3193.97,2042.9,1083.73,0.34,Normal
TXN006463,2022-07-20,North,Clothing,33,Male,Enterprise,Online,6,754.05,131.08,42.69,5021.56,3935.95,1042.92,0.21,High
TXN006464,2021-04-25,East,Furniture,32,Non-Binary,Retail,Offline,5,225.65,47.71,41.84,1742.74,1005.2,695.7,0.4,Normal
TXN006465,2022-06-29,East,Electronics,57,Non-Binary,Wholesale,Mixed,8,315.78,21.17,52.05,3586.02,2079.56,1454.41,0.41,Normal
TXN006466,2023-07-20,North,Electronics,37,Female,Wholesale,Mixed,5,83.52,7.62,5.59,509.84,372.26,131.99,0.26,High
TXN006467,2022-12-17,South,Home Essentials,45,Non-Binary,Enterprise,Mixed,7,582.18,68.36,108.42,4965.89,3123.41,1734.06,0.35,Normal
TXN006468,2023-09-13,South,Electronics,54,Non-Binary,Retail,Offline,7,764.23,85.76,65.82,4859.28,2951.84,1841.62,0.38,Normal
TXN006469,2024-10-20,North,Home Essentials,20,Non-Binary,Wholesale,Online,4,534.87,145.92,97.38,1602.59,947.95,557.26,0.35,Normal
TXN006470,2020-04-18,West,Electronics,46,Male,Retail,Mixed,7,379.93,67.35,74.96,4325.45,2358.61,1891.88,0.44,Normal
TXN006471,2023-07-26,East,Electronics,54,Female,Retail,Online,8,215.63,33.87,28.98,1883.5,1027.13,827.39,0.44,Normal
TXN006472,2024-09-05,Central,Clothing,26,Male,Wholesale,Mixed,4,568.82,41.18,110.03,2204.9,1246.31,848.56,0.38,Normal
TXN006473,2020-11-23,South,Clothing,44,Female,Enterprise,Mixed,5,154.72,37.85,19.6,702.76,504.12,179.04,0.25,High
TXN006474,2024-12-04,Central,Furniture,49,Female,Retail,Offline,8,551.61,28.07,99.47,5376.18,3655.05,1621.66,0.3,Normal
TXN006475,2020-11-10,North,Groceries,65,Non-Binary,Retail,Mixed,6,201.69,52.74,13.15,1001.7,770.26,218.29,0.22,High
TXN006476,2024-02-06,Central,Furniture,63,Female,Wholesale,Online,8,113.68,10.83,20.68,1478.87,983.7,474.49,0.32,Normal
TXN006477,2023-02-08,Central,Electronics,67,Female,Retail,Online,7,965.69,168.79,60.24,10102.43,7296.04,2746.15,0.27,High
TXN006478,2021-11-29,East,Furniture,56,Non-Binary,Wholesale,Mixed,3,78.22,10.82,5.37,250.38,149.17,95.84,0.38,Normal
