Location,Property_Type,Bedrooms,Amenities,Price_Per_Night,Occupancy_Rate,Total_Revenue,Month,Holiday_Season,Rating,Num_Reviews
Bali,House,4,"Pool, Air Conditioning",215.25,0.61,3939.08,9,0,3.8,235
Jakarta,Villa,1,"Parking, Gym",266.52,0.94,7515.86,7,1,4.3,109
Yogyakarta,Studio,5,"WiFi, Air Conditioning, Parking, Kitchen",269.51,0.55,4446.91,9,0,4.5,51
Jakarta,Apartment,5,"Kitchen, Air Conditioning, Pool, WiFi, Parking",66.9,0.85,1705.95,10,0,3.1,434
Bali,Villa,4,"Gym, Pool, WiFi, Kitchen, Air Conditioning",204.01,0.51,3121.35,4,0,3.8,46
Jakarta,House,4,"WiFi, Gym, Kitchen, Parking",48.18,0.87,1257.5,2,0,3.8,316
Bali,Villa,4,"WiFi, Parking, Pool",54.98,0.43,709.24,1,0,4.6,276
Jakarta,Studio,2,"Pool, Kitchen, Air Conditioning",268.93,0.44,3549.88,2,0,3.6,415
Jakarta,Apartment,3,"Pool, Parking, Gym, Air Conditioning",296.17,0.41,3642.89,10,0,4.4,491
Yogyakarta,Apartment,4,"Gym, Pool, Parking, Air Conditioning",195.93,0.95,5584.01,6,1,3.3,447
Jakarta,Villa,5,"Air Conditioning, Pool, Kitchen",140.3,0.71,2988.39,11,0,3.4,476
Jakarta,Studio,2,"WiFi, Gym",114.14,0.65,2225.73,2,0,4.5,171
Surabaya,Apartment,1,"Gym, Parking, Pool, WiFi",169.8,0.82,4177.08,11,0,3.7,144
Bali,Studio,1,"Gym, Pool",111.66,0.75,2512.35,6,1,4.8,455
Bandung,Villa,5,"Kitchen, Pool",215.21,0.92,5939.8,12,1,3.8,41
Surabaya,Studio,3,"Kitchen, Parking",117.27,0.74,2603.39,2,0,4.8,422
Bali,House,3,"Air Conditioning, Parking, Gym",222.9,0.63,4212.81,4,0,3.5,329
Surabaya,House,2,"Parking, Kitchen, Pool, Air Conditioning, WiFi",85.09,0.78,1991.11,6,1,4.7,78
Bali,Apartment,4,"Pool, Gym",82.0,0.78,1918.8,4,0,4.1,61
Bali,House,3,"Parking, Gym, Air Conditioning, WiFi, Kitchen",245.56,0.58,4272.74,7,1,4.2,246
Yogyakarta,House,4,"Air Conditioning, Kitchen, Parking, WiFi",221.72,0.68,4523.09,2,0,3.9,142
Surabaya,House,4,"Pool, Air Conditioning, Kitchen, WiFi, Parking",118.06,0.75,2656.35,9,0,4.3,142
Surabaya,Apartment,4,"WiFi, Air Conditioning, Kitchen, Parking, Gym",60.28,0.54,976.54,4,0,4.1,88
Bali,Apartment,2,"Kitchen, Pool, WiFi",244.65,0.88,6458.76,6,1,3.5,406
Yogyakarta,Studio,2,"Gym, Pool",80.12,0.49,1177.76,3,0,3.9,362
Jakarta,House,2,"Parking, Pool, Gym, Air Conditioning",61.55,0.49,904.78,6,1,3.8,127
Bali,Villa,4,"Air Conditioning, Pool",254.41,0.64,4884.67,1,0,4.2,443
Surabaya,Apartment,1,"Air Conditioning, Kitchen, WiFi, Gym, Pool",127.73,0.84,3218.8,10,0,4.9,407
Surabaya,Villa,5,"Parking, WiFi",135.12,0.52,2107.87,5,0,3.9,485
Surabaya,Apartment,5,"Air Conditioning, Kitchen",162.74,0.55,2685.21,5,0,3.9,284
Surabaya,Apartment,1,"Air Conditioning, Gym, WiFi, Parking",160.25,0.86,4134.45,2,0,4.9,180
Surabaya,House,4,"Kitchen, Parking, Gym",89.87,0.53,1428.93,8,0,3.2,155
Bali,Villa,2,"WiFi, Parking",225.56,0.6,4060.08,5,0,4.1,226
Surabaya,Apartment,3,"Air Conditioning, Gym",138.06,0.87,3603.37,2,0,4.3,430
Bandung,House,2,"Parking, Kitchen, Gym",99.08,0.84,2496.82,5,0,4.0,393
Bali,Apartment,4,"Kitchen, Parking, Pool, Air Conditioning",285.28,0.58,4963.87,9,0,4.5,255
Bali,Villa,4,"Kitchen, WiFi, Pool",227.25,0.6,4090.5,12,1,4.5,291
Bandung,House,3,"Kitchen, WiFi, Gym, Pool, Air Conditioning",205.31,0.49,3018.06,10,0,4.3,15
Bali,Studio,5,"Parking, Gym, Pool",115.39,0.53,1834.7,2,0,3.6,309
Jakarta,Villa,4,"Kitchen, WiFi",67.52,0.74,1498.94,6,1,3.6,25
Bali,Studio,4,"Gym, Air Conditioning, WiFi, Pool, Kitchen",220.6,0.72,4764.96,11,0,4.5,166
Yogyakarta,House,2,"WiFi, Air Conditioning, Pool",110.45,0.89,2949.01,5,0,4.8,90
Bali,House,3,"Pool, Parking",125.82,0.46,1736.32,3,0,3.4,115
Surabaya,Villa,3,"WiFi, Parking, Air Conditioning, Pool",146.89,0.77,3393.16,7,1,4.1,148
Bandung,Studio,1,"Pool, Kitchen, Parking, WiFi",108.86,0.41,1338.98,5,0,4.6,433
Yogyakarta,Villa,2,"Parking, Air Conditioning, WiFi",186.24,0.87,4860.86,5,0,4.0,395
Jakarta,Studio,2,"Kitchen, Air Conditioning, Parking, Pool, Gym",259.85,0.81,6314.36,6,1,3.1,23
Jakarta,Studio,5,"Pool, Gym",103.91,0.46,1433.96,4,0,3.8,108
Bandung,House,2,"Gym, Kitchen, Air Conditioning, WiFi, Parking",47.37,0.7,994.77,1,0,3.1,246
Bandung,Apartment,4,"Parking, Pool, Kitchen, WiFi",119.95,0.55,1979.18,9,0,4.5,230
Yogyakarta,House,3,"Pool, Air Conditioning, WiFi, Parking",271.94,0.51,4160.68,2,0,3.3,75
Bali,Apartment,2,"WiFi, Kitchen, Air Conditioning, Gym, Parking",194.02,0.81,4714.69,12,1,3.9,319
Jakarta,Apartment,2,"Kitchen, Air Conditioning, Gym",65.48,0.81,1591.16,4,0,4.3,91
Bali,Apartment,5,"Parking, Pool, WiFi, Air Conditioning",69.72,0.92,1924.27,9,0,3.2,49
Surabaya,Villa,1,"Pool, Parking, Air Conditioning",148.43,0.45,2003.81,9,0,4.2,90
Surabaya,House,4,"Parking, Gym, Kitchen, WiFi",292.56,0.76,6670.37,11,0,3.1,157
Bandung,Apartment,2,"Gym, Kitchen, Air Conditioning",173.54,0.8,4164.96,8,0,3.0,124
Bandung,Villa,5,"Air Conditioning, Pool",201.18,0.76,4586.9,9,0,4.3,245
Bali,Villa,4,"Parking, Pool, Air Conditioning",69.26,0.53,1101.23,9,0,4.6,448
Bali,House,3,"Parking, Kitchen, WiFi, Pool, Air Conditioning",73.98,0.45,998.73,1,0,4.4,119
Bandung,Villa,5,"Kitchen, Air Conditioning, Parking, Pool",188.61,0.42,2376.49,3,0,4.0,17
Jakarta,Studio,4,"Parking, Air Conditioning",229.53,0.46,3167.51,10,0,3.3,35
Surabaya,Villa,1,"Kitchen, Air Conditioning, Parking",80.25,0.67,1613.03,4,0,3.7,105
Bali,Villa,1,"Air Conditioning, Gym, Parking, WiFi, Kitchen",194.51,0.52,3034.36,10,0,3.0,123
Bandung,Villa,4,"WiFi, Kitchen",176.64,0.52,2755.58,5,0,4.5,390
Surabaya,Studio,4,"Parking, Gym, Air Conditioning, Kitchen, WiFi",289.53,0.62,5385.26,2,0,4.1,218
Bali,House,5,"Gym, Parking, Pool",128.72,0.78,3012.05,5,0,4.6,197
Yogyakarta,House,5,"Gym, Kitchen",254.12,0.59,4497.92,3,0,4.3,82
Bandung,House,5,"WiFi, Gym",116.46,0.78,2725.16,12,1,4.6,346
Yogyakarta,House,5,"Gym, Air Conditioning, Kitchen, Parking, Pool",297.06,0.91,8109.74,12,1,3.5,351
Bali,Apartment,2,"Gym, Parking, WiFi",166.8,0.76,3803.04,6,1,3.3,190
Jakarta,House,4,"Parking, Pool, Gym",205.28,0.75,4618.8,6,1,3.3,454
Bandung,House,5,"Parking, Air Conditioning",288.73,0.75,6496.43,8,0,4.9,225
Yogyakarta,House,5,"Kitchen, WiFi, Gym, Parking",206.32,0.59,3651.86,7,1,4.2,483
Jakarta,House,2,"Kitchen, Pool",283.63,0.84,7147.48,1,0,4.3,363
Yogyakarta,Villa,1,"WiFi, Kitchen",89.17,0.44,1177.04,10,0,4.5,399
Bandung,Apartment,5,"Parking, Air Conditioning, WiFi, Pool",136.62,0.92,3770.71,8,0,4.1,261
Bandung,Studio,2,"Pool, Parking, WiFi, Gym, Kitchen",220.21,0.8,5285.04,6,1,3.8,102
Bali,Studio,5,"WiFi, Kitchen, Pool",286.99,0.5,4304.85,9,0,3.4,136
Bali,Apartment,5,"Gym, Parking, Pool, Air Conditioning",112.49,0.78,2632.27,5,0,4.3,326
Bandung,Studio,5,"Pool, Kitchen",272.5,0.84,6867.0,7,1,3.8,420
Bali,Apartment,2,"Pool, Gym, WiFi",178.96,0.56,3006.53,9,0,4.7,178
Bali,Apartment,5,"Gym, Kitchen, Pool, Air Conditioning, Parking",271.82,0.73,5952.86,2,0,4.7,465
Bali,Apartment,3,"Parking, Air Conditioning",46.39,0.86,1196.86,1,0,3.2,282
Yogyakarta,Apartment,3,"WiFi, Gym, Parking, Kitchen",99.3,0.61,1817.19,5,0,3.2,225
Bandung,Studio,3,"Air Conditioning, WiFi, Parking, Gym, Pool",214.76,0.58,3736.82,2,0,4.7,13
Bandung,Villa,2,"Air Conditioning, Kitchen, Gym",81.49,0.41,1002.33,11,0,3.3,90
Jakarta,Apartment,4,"WiFi, Gym, Pool",288.72,0.75,6496.2,8,0,3.7,325
Jakarta,Apartment,3,"Air Conditioning, Kitchen, Pool, Parking",261.56,0.42,3295.66,2,0,4.6,396
Yogyakarta,Apartment,3,"Parking, Gym, Kitchen, Pool",56.91,0.46,785.36,12,1,3.0,95
Yogyakarta,Studio,3,"Kitchen, Parking, WiFi, Pool",62.52,0.46,862.78,1,0,3.6,229
Yogyakarta,Apartment,4,"Pool, Parking",149.5,0.87,3901.95,1,0,4.7,62
Surabaya,Studio,3,"Kitchen, WiFi, Gym, Air Conditioning",213.7,0.77,4936.47,1,0,4.2,285
Jakarta,Apartment,3,"Kitchen, Air Conditioning, WiFi, Parking",208.15,0.76,4745.82,11,0,3.9,162
Bandung,Studio,2,"Gym, Pool, WiFi, Kitchen",190.1,0.78,4448.34,10,0,3.9,331
Yogyakarta,Villa,4,"Kitchen, Gym, WiFi",88.04,0.57,1505.48,7,1,4.0,428
Bandung,Villa,5,"Pool, Gym",79.48,0.61,1454.48,6,1,4.6,236
Bali,Apartment,1,"Air Conditioning, Pool, Kitchen, Gym",245.98,0.65,4796.61,6,1,4.1,410
Bandung,Apartment,1,"Kitchen, Gym, Pool",76.14,0.52,1187.78,7,1,4.0,349
Bali,Apartment,4,"Air Conditioning, WiFi",74.96,0.58,1304.3,8,0,4.8,471
Bali,House,2,"Parking, Pool",131.38,0.41,1615.97,12,1,4.9,406
Yogyakarta,Studio,2,"Pool, Parking",77.61,0.41,954.6,10,0,3.4,38
Yogyakarta,House,4,"Gym, Parking, Kitchen, WiFi",191.97,0.4,2303.64,11,0,3.7,32
Bandung,Villa,3,"Kitchen, Air Conditioning",116.34,0.51,1780.0,4,0,4.2,55
Surabaya,Studio,5,"Gym, Kitchen, Parking, WiFi",248.41,0.8,5961.84,12,1,3.0,264
Jakarta,Apartment,3,"WiFi, Air Conditioning, Gym, Pool, Parking",231.19,0.42,2912.99,4,0,4.5,445
Jakarta,Apartment,2,"Pool, Gym, WiFi, Kitchen",292.08,0.52,4556.45,4,0,3.4,432
Surabaya,House,2,"Air Conditioning, Kitchen, Parking",179.01,0.88,4725.86,5,0,3.5,468
Surabaya,Villa,4,"Parking, Gym",276.7,0.75,6225.75,2,0,4.3,493
Jakarta,Villa,5,"Kitchen, Pool, Gym, Parking, Air Conditioning",236.18,0.62,4392.95,4,0,4.7,340
Yogyakarta,Apartment,5,"Gym, Air Conditioning, Parking, WiFi, Kitchen",161.85,0.45,2184.97,3,0,4.7,449
Bandung,Studio,5,"Parking, Pool",237.04,0.89,6328.97,3,0,3.7,421
Surabaya,Villa,4,"Kitchen, WiFi, Parking, Air Conditioning, Pool",189.14,0.73,4142.17,9,0,3.3,110
Yogyakarta,House,4,"WiFi, Air Conditioning, Pool",37.75,0.84,951.3,11,0,4.8,268
Bandung,House,5,"Parking, Pool, WiFi, Kitchen",281.74,0.43,3634.45,10,0,4.7,197
Bali,Villa,2,"WiFi, Kitchen, Parking, Gym",116.07,0.72,2507.11,10,0,3.5,182
Bali,Villa,5,"Parking, Gym",284.43,0.9,7679.61,8,0,4.0,73
Bandung,Villa,3,"Air Conditioning, WiFi, Gym",82.57,0.83,2055.99,2,0,4.0,156
Surabaya,House,1,"Kitchen, WiFi, Air Conditioning",167.4,0.87,4369.14,8,0,3.5,198
Jakarta,House,1,"Gym, Parking, Air Conditioning, WiFi",266.02,0.41,3272.05,11,0,3.3,36
Surabaya,House,1,"Pool, WiFi, Air Conditioning, Gym",185.93,0.44,2454.28,10,0,4.8,32
Bali,Villa,4,"Air Conditioning, Pool",66.32,0.83,1651.37,11,0,4.1,340
Jakarta,Studio,5,"Parking, Kitchen",78.49,0.7,1648.29,12,1,3.4,282
Surabaya,Apartment,4,"Air Conditioning, Pool, WiFi, Gym, Parking",184.71,0.72,3989.74,9,0,3.1,64
Bali,House,5,"Pool, Kitchen",112.08,0.47,1580.33,6,1,5.0,68
Yogyakarta,Studio,5,"Parking, Air Conditioning, Kitchen, Pool",218.0,0.91,5951.4,8,0,3.9,380
Jakarta,Apartment,4,"Air Conditioning, Parking",93.69,0.67,1883.17,6,1,3.7,371
Yogyakarta,House,5,"Gym, WiFi, Pool, Parking, Kitchen",163.4,0.71,3480.42,1,0,3.1,493
Bandung,Studio,4,"Air Conditioning, Parking, Kitchen, Gym",198.49,0.8,4763.76,10,0,3.7,165
Yogyakarta,House,2,"Air Conditioning, Pool, Kitchen",132.23,0.93,3689.22,9,0,4.7,218
Bali,Studio,2,"Air Conditioning, WiFi, Pool, Kitchen, Gym",180.35,0.81,4382.51,8,0,3.5,433
Bali,House,4,"Pool, Air Conditioning, Parking",50.35,0.62,936.51,10,0,3.6,317
Surabaya,Apartment,5,"Gym, Kitchen",65.73,0.74,1459.21,12,1,3.8,447
Yogyakarta,Studio,5,"Parking, Air Conditioning, Pool, WiFi, Kitchen",229.05,0.7,4810.05,5,0,3.5,347
Bandung,Villa,3,"Gym, Air Conditioning, Kitchen, WiFi",43.39,0.48,624.82,4,0,3.1,336
Jakarta,Apartment,5,"Air Conditioning, WiFi",110.06,0.81,2674.46,2,0,3.5,85
Jakarta,Villa,2,"WiFi, Gym, Pool",152.34,0.62,2833.52,11,0,3.2,295
Bali,Apartment,4,"WiFi, Parking, Gym, Pool, Air Conditioning",267.79,0.45,3615.17,4,0,4.7,71
Surabaya,Apartment,3,"Air Conditioning, Pool, Kitchen, Parking",124.91,0.55,2061.02,10,0,3.0,240
Bali,Studio,2,"Kitchen, WiFi, Pool, Gym, Parking",211.95,0.86,5468.31,10,0,3.9,347
Surabaya,House,1,"Parking, Gym",208.31,0.45,2812.19,4,0,4.3,247
Bandung,Apartment,3,"Air Conditioning, Gym",236.43,0.79,5603.39,5,0,4.9,384
Yogyakarta,Villa,4,"Gym, Air Conditioning, WiFi, Kitchen",249.78,0.85,6369.39,3,0,3.0,428
Surabaya,Villa,4,"Air Conditioning, WiFi, Kitchen, Parking",84.0,0.84,2116.8,4,0,3.6,281
Yogyakarta,House,3,"Pool, Air Conditioning, WiFi, Kitchen",94.48,0.52,1473.89,5,0,3.4,410
Bandung,Apartment,2,"Pool, Air Conditioning",170.75,0.68,3483.3,3,0,4.8,61
Yogyakarta,Studio,4,"Gym, Parking, Air Conditioning, WiFi",298.88,0.83,7442.11,11,0,4.0,422
Yogyakarta,Villa,2,"Pool, Air Conditioning, Gym, WiFi",60.44,0.44,797.81,5,0,3.0,94
Jakarta,Studio,4,"Parking, Air Conditioning",233.79,0.45,3156.16,8,0,3.6,183
Bali,House,4,"Air Conditioning, WiFi, Parking",177.07,0.78,4143.44,4,0,4.9,274
Surabaya,Studio,5,"Air Conditioning, Pool, Parking, WiFi, Kitchen",161.65,0.85,4122.07,12,1,3.9,384
Surabaya,House,5,"Air Conditioning, Kitchen",160.92,0.92,4441.39,3,0,4.3,196
Jakarta,House,2,"WiFi, Pool, Kitchen",270.64,0.49,3978.41,11,0,4.5,442
Surabaya,Apartment,2,"WiFi, Kitchen",45.61,0.49,670.47,6,1,3.1,142
Yogyakarta,Apartment,5,"Parking, Gym, Pool, WiFi",132.34,0.57,2263.01,5,0,4.4,285
Bandung,Studio,3,"Kitchen, Air Conditioning, WiFi",276.85,0.78,6478.29,9,0,4.7,175
Jakarta,Studio,2,"Parking, WiFi, Pool, Gym, Kitchen",285.74,0.81,6943.48,10,0,3.4,334
Bali,Villa,4,"Pool, Parking, Kitchen",165.67,0.84,4174.88,1,0,4.9,42
Yogyakarta,Villa,5,"Pool, Air Conditioning",34.61,0.69,716.43,5,0,5.0,128
Yogyakarta,House,3,"Parking, Kitchen, WiFi, Gym, Air Conditioning",248.56,0.61,4548.65,5,0,4.5,421
Bandung,Apartment,3,"Gym, Parking, Kitchen, WiFi, Air Conditioning",176.79,0.71,3765.63,4,0,4.1,42
Bandung,Apartment,3,"Parking, WiFi, Gym, Kitchen, Air Conditioning",241.06,0.64,4628.35,6,1,4.3,115
Jakarta,House,5,"Parking, Gym, Kitchen, WiFi",49.64,0.66,982.87,11,0,4.3,335
Yogyakarta,House,4,"Kitchen, Pool, Air Conditioning, Gym, WiFi",153.88,0.43,1985.05,6,1,3.7,70
Surabaya,Apartment,4,"Parking, Air Conditioning, WiFi, Pool, Kitchen",115.29,0.62,2144.39,11,0,3.6,120
Surabaya,Villa,4,"Air Conditioning, Gym, WiFi, Pool, Parking",221.97,0.61,4062.05,5,0,3.8,30
Yogyakarta,House,1,"Parking, WiFi",288.06,0.42,3629.56,9,0,3.6,454
Surabaya,Studio,4,"WiFi, Parking, Pool, Air Conditioning, Kitchen",225.05,0.69,4658.53,7,1,3.5,395
Yogyakarta,Studio,3,"Gym, Kitchen, Pool",30.74,0.61,562.54,9,0,4.1,76
Bali,Villa,1,"WiFi, Parking",77.18,0.61,1412.39,12,1,4.5,322
Surabaya,Villa,2,"Parking, Gym, Kitchen, Air Conditioning, Pool",205.68,0.58,3578.83,5,0,3.8,279
Bandung,House,5,"Air Conditioning, WiFi, Kitchen, Gym, Pool",182.21,0.92,5029.0,3,0,4.1,424
Jakarta,Studio,1,"Pool, Gym, Kitchen",151.84,0.65,2960.88,9,0,3.8,20
Bandung,Studio,2,"Air Conditioning, Kitchen, Pool, WiFi, Gym",85.42,0.55,1409.43,8,0,4.2,176
Surabaya,House,3,"WiFi, Parking",141.26,0.49,2076.52,3,0,3.2,476
Surabaya,Apartment,1,"Parking, Air Conditioning, Pool, WiFi",261.52,0.52,4079.71,8,0,4.4,32
Bali,House,5,"WiFi, Air Conditioning",110.66,0.65,2157.87,10,0,4.8,251
Yogyakarta,Villa,1,"Air Conditioning, Pool, WiFi, Parking, Kitchen",82.43,0.68,1681.57,7,1,3.5,337
Bandung,Villa,2,"WiFi, Pool, Gym",110.41,0.7,2318.61,1,0,4.1,357
Bali,Studio,5,"Kitchen, Gym",180.16,0.55,2972.64,1,0,4.4,101
Bandung,Apartment,3,"Kitchen, Gym",265.87,0.5,3988.05,5,0,4.5,424
Yogyakarta,Studio,1,"Gym, Air Conditioning, Pool, Kitchen, WiFi",76.35,0.64,1465.92,5,0,4.3,228
Bandung,Studio,5,"Air Conditioning, Kitchen, Parking",44.0,0.76,1003.2,9,0,3.7,308
Surabaya,Apartment,5,"Pool, Air Conditioning, WiFi, Gym, Parking",169.68,0.56,2850.62,9,0,3.4,428
Surabaya,Apartment,1,"Gym, Kitchen, Pool, WiFi, Air Conditioning",264.18,0.65,5151.51,12,1,3.8,364
Bali,House,4,"Kitchen, WiFi, Parking, Air Conditioning",99.24,0.56,1667.23,10,0,4.6,381
Bali,House,2,"Pool, Air Conditioning",128.37,0.62,2387.68,10,0,4.6,464
Bandung,Apartment,1,"Pool, Gym",118.37,0.95,3373.55,2,0,4.7,474
Yogyakarta,House,1,"Gym, Pool, Kitchen, Parking, Air Conditioning",64.57,0.93,1801.5,8,0,3.4,131
Bandung,Villa,3,"WiFi, Air Conditioning, Gym, Kitchen",151.85,0.81,3689.96,8,0,4.0,233
Yogyakarta,Villa,1,"WiFi, Kitchen, Pool, Air Conditioning, Gym",79.03,0.52,1232.87,4,0,3.8,187
Bandung,Villa,2,"Air Conditioning, Gym, Parking",261.86,0.92,7227.34,11,0,3.1,224
Jakarta,Villa,2,"Parking, Gym, Kitchen, Air Conditioning",182.39,0.67,3666.04,9,0,3.9,358
Bandung,Studio,4,"Kitchen, WiFi, Pool, Air Conditioning",102.2,0.72,2207.52,7,1,4.2,290
Bandung,Studio,5,"Air Conditioning, Gym, WiFi, Pool",114.19,0.66,2260.96,3,0,4.9,68
Bali,Apartment,1,"Air Conditioning, Parking, Gym",127.61,0.76,2909.51,4,0,3.8,203
Surabaya,Apartment,2,"Air Conditioning, Pool",141.24,0.5,2118.6,2,0,4.9,45
Bandung,Apartment,3,"WiFi, Kitchen, Parking, Air Conditioning",157.69,0.41,1939.59,11,0,3.9,180
Surabaya,Studio,5,"WiFi, Pool, Gym, Air Conditioning, Kitchen",50.58,0.56,849.74,2,0,4.9,141
Bali,Villa,3,"Kitchen, Parking, Air Conditioning, Pool, WiFi",226.46,0.47,3193.09,11,0,3.6,431
Yogyakarta,Apartment,1,"Parking, Kitchen, Air Conditioning, Gym",150.11,0.79,3557.61,12,1,3.6,53
Bandung,House,1,"Air Conditioning, Pool, WiFi",30.38,0.73,665.32,10,0,4.0,72
Bali,House,1,"WiFi, Kitchen, Pool, Parking, Air Conditioning",67.69,0.51,1035.66,1,0,4.1,164
Yogyakarta,Villa,2,"Kitchen, WiFi, Air Conditioning, Pool, Gym",255.94,0.47,3608.75,9,0,3.1,472
Jakarta,Studio,3,"Kitchen, Air Conditioning, Gym",225.92,0.47,3185.47,7,1,3.1,303
Bali,Studio,5,"Kitchen, Parking, Pool, Gym, Air Conditioning",295.87,0.92,8166.01,8,0,3.2,206
Jakarta,Studio,4,"Air Conditioning, Parking",94.66,0.42,1192.72,6,1,3.5,315
Surabaya,Studio,3,"Air Conditioning, WiFi, Kitchen, Parking",104.88,0.6,1887.84,10,0,4.0,353
Jakarta,House,3,"Air Conditioning, Gym",187.5,0.42,2362.5,11,0,3.8,321
Bandung,House,3,"Pool, Gym",250.22,0.57,4278.76,3,0,4.3,339
Jakarta,Villa,5,"Gym, Pool, Kitchen",201.38,0.59,3564.43,8,0,3.7,334
Jakarta,Apartment,4,"Parking, Pool, Kitchen, Air Conditioning",143.67,0.85,3663.58,1,0,5.0,95
Bali,Apartment,1,"Pool, Air Conditioning, WiFi, Kitchen",167.86,0.68,3424.34,8,0,4.0,326
Jakarta,Villa,3,"Gym, Pool, Air Conditioning",92.15,0.58,1603.41,12,1,4.8,179
Jakarta,Villa,5,"WiFi, Parking, Air Conditioning",109.67,0.89,2928.19,2,0,3.2,125
Surabaya,Villa,3,"Pool, Air Conditioning",283.48,0.93,7909.09,1,0,3.9,461
Jakarta,Villa,5,"Pool, Air Conditioning, Gym, Parking",260.1,0.63,4915.89,12,1,4.2,432
Bandung,Villa,5,"Parking, Air Conditioning, Pool",48.03,0.45,648.41,1,0,3.5,87
Surabaya,Apartment,3,"Parking, Gym, Kitchen",96.32,0.43,1242.53,12,1,3.1,180
Yogyakarta,Villa,1,"Kitchen, Parking, Gym",269.61,0.64,5176.51,3,0,3.5,87
Surabaya,Studio,3,"Parking, Air Conditioning, Pool, Gym",123.12,0.82,3028.75,5,0,3.4,448
Surabaya,Studio,1,"Kitchen, Gym, Parking, Pool",214.43,0.62,3988.4,12,1,3.8,411
Yogyakarta,House,1,"Parking, Air Conditioning, Pool, Kitchen",177.66,0.47,2505.01,5,0,3.0,292
Jakarta,Villa,4,"Air Conditioning, WiFi",183.97,0.88,4856.81,2,0,4.3,436
Jakarta,House,2,"Air Conditioning, WiFi",147.71,0.6,2658.78,10,0,4.6,352
Bandung,Villa,1,"Gym, Parking, Pool, Kitchen",176.35,0.4,2116.2,12,1,3.6,361
Surabaya,Villa,4,"Pool, Parking",97.04,0.47,1368.26,8,0,3.6,432
Surabaya,House,2,"WiFi, Kitchen",47.55,0.76,1084.14,12,1,3.2,97
Jakarta,House,3,"Parking, Gym, WiFi",35.62,0.47,502.24,9,0,3.1,275
Jakarta,Villa,5,"Parking, Gym, Pool, Air Conditioning, Kitchen",216.03,0.58,3758.92,6,1,4.5,324
Bali,Studio,3,"WiFi, Parking, Pool, Gym, Air Conditioning",219.7,0.49,3229.59,10,0,4.6,170
Yogyakarta,House,4,"Parking, Air Conditioning, Gym, Pool, WiFi",63.49,0.72,1371.38,8,0,4.3,161
Surabaya,Studio,1,"Pool, Gym",285.73,0.6,5143.14,5,0,3.3,430
Surabaya,Studio,1,"WiFi, Pool, Gym, Parking, Kitchen",47.35,0.56,795.48,4,0,3.5,11
Bandung,Villa,5,"Kitchen, Pool, Parking, Air Conditioning",246.78,0.59,4368.01,9,0,3.2,125
Yogyakarta,Apartment,1,"Air Conditioning, Kitchen, Parking, WiFi, Pool",201.95,0.59,3574.51,4,0,4.1,248
Bali,House,3,"WiFi, Air Conditioning, Gym, Pool",79.56,0.61,1455.95,7,1,4.3,473
Yogyakarta,Villa,5,"Kitchen, WiFi, Air Conditioning, Gym",161.64,0.76,3685.39,1,0,3.5,88
Bandung,Apartment,5,"WiFi, Kitchen, Gym",279.81,0.73,6127.84,6,1,4.0,497
Bali,Villa,2,"Parking, Gym, Kitchen, Air Conditioning, WiFi",124.87,0.76,2847.04,6,1,3.5,330
Bali,House,5,"Pool, Parking",258.47,0.84,6513.44,9,0,4.7,355
Yogyakarta,House,4,"Gym, Parking, Pool, Kitchen, Air Conditioning",149.59,0.47,2109.22,2,0,3.6,75
Bandung,Villa,4,"Parking, Kitchen, Air Conditioning, WiFi, Pool",150.54,0.48,2167.78,6,1,3.7,326
Surabaya,House,3,"Pool, WiFi, Air Conditioning, Gym, Parking",176.23,0.56,2960.66,5,0,3.1,358
Surabaya,Apartment,2,"Air Conditioning, Gym, Kitchen",229.05,0.92,6321.78,7,1,3.9,366
Jakarta,Apartment,1,"Kitchen, WiFi, Air Conditioning, Parking, Gym",137.62,0.62,2559.73,10,0,4.5,303
Surabaya,House,4,"WiFi, Pool, Kitchen, Parking, Air Conditioning",188.51,0.85,4807.01,7,1,4.2,238
Jakarta,Apartment,5,"Kitchen, Pool",271.93,0.41,3344.74,4,0,4.7,309
Bali,Studio,1,"Kitchen, Gym, WiFi, Air Conditioning",293.69,0.93,8193.95,7,1,4.1,127
Bali,Apartment,1,"Pool, Parking, Air Conditioning",204.18,0.54,3307.72,5,0,3.6,12
Bali,Villa,5,"Air Conditioning, Parking, Kitchen",138.5,0.67,2783.85,6,1,3.2,216
Bandung,Studio,3,"Gym, Air Conditioning, WiFi, Parking",36.96,0.49,543.31,6,1,4.5,282
Bandung,House,4,"Kitchen, Pool, Parking",255.05,0.45,3443.18,11,0,3.1,277
Bali,House,3,"Parking, Kitchen",120.18,0.93,3353.02,12,1,3.4,398
Bali,Villa,4,"Pool, Parking, WiFi, Air Conditioning",168.38,0.91,4596.77,9,0,4.7,68
Bali,House,3,"Kitchen, Pool, Parking, WiFi, Gym",87.66,0.62,1630.48,8,0,3.3,225
Jakarta,House,1,"Kitchen, Gym, Parking, Air Conditioning, WiFi",241.01,0.51,3687.45,3,0,3.5,222
Jakarta,House,3,"WiFi, Parking, Kitchen, Air Conditioning, Pool",189.46,0.91,5172.26,7,1,3.6,336
Jakarta,Apartment,4,"WiFi, Gym, Pool, Kitchen",291.65,0.93,8137.03,3,0,4.0,329
