Location,Property_Type,Bedrooms,Amenities,Price_Per_Night,Occupancy_Rate,Total_Revenue,Month,Holiday_Season,Rating,Num_Reviews
Bandung,House,1,"Kitchen, WiFi, Gym, Pool, Parking",171.34,0.49,2518.7,10,0,4.7,299
Bandung,Villa,4,"WiFi, Kitchen",216.98,0.68,4426.39,11,0,3.7,362
Bali,Villa,1,"Pool, Air Conditioning, Parking, Kitchen",247.13,0.43,3187.98,4,0,3.5,164
Bandung,Studio,1,"Kitchen, Gym, Parking, Air Conditioning, Pool",272.26,0.93,7596.05,4,0,3.3,366
Bali,Studio,2,"Kitchen, WiFi, Pool, Gym",38.18,0.56,641.42,5,0,4.5,190
Yogyakarta,Villa,4,"Parking, Kitchen",143.82,0.9,3883.14,6,1,3.3,378
Surabaya,Apartment,5,"Kitchen, Pool",52.76,0.61,965.51,8,0,4.0,212
Yogyakarta,House,2,"Kitchen, Gym, WiFi",55.48,0.68,1131.79,10,0,4.7,449
Yogyakarta,House,5,"Parking, Gym, Pool, Air Conditioning",126.58,0.71,2696.15,5,0,3.4,311
Bali,House,1,"Kitchen, Air Conditioning",84.59,0.67,1700.26,10,0,3.5,362
Bali,House,3,"Kitchen, Parking, Gym, Pool",296.48,0.66,5870.3,7,1,4.6,135
Yogyakarta,Studio,3,"Kitchen, Parking",92.95,0.71,1979.84,2,0,4.0,250
Jakarta,Villa,4,"Air Conditioning, WiFi, Gym",56.15,0.76,1280.22,4,0,3.7,26
Bali,Studio,3,"Gym, Parking, Air Conditioning, Pool, WiFi",199.29,0.91,5440.62,5,0,4.0,31
Surabaya,Apartment,5,"Kitchen, WiFi, Air Conditioning, Gym",272.17,0.62,5062.36,8,0,4.5,125
Jakarta,Villa,4,"Air Conditioning, WiFi, Gym, Pool",130.4,0.45,1760.4,1,0,4.4,151
Jakarta,House,3,"Gym, WiFi, Parking, Pool",81.27,0.65,1584.76,9,0,4.7,469
Bandung,House,3,"Air Conditioning, Parking, Kitchen, Gym, WiFi",63.29,0.72,1367.06,7,1,3.9,308
Surabaya,House,5,"Pool, Gym",119.75,0.68,2442.9,1,0,4.0,85
Jakarta,Villa,1,"Pool, Parking, WiFi, Air Conditioning, Kitchen",97.55,0.93,2721.64,6,1,4.4,444
Surabaya,Apartment,1,"Pool, Kitchen",214.56,0.61,3926.45,9,0,3.8,63
Bandung,House,2,"WiFi, Air Conditioning, Pool, Gym, Kitchen",206.04,0.83,5130.4,4,0,3.9,191
Yogyakarta,Villa,4,"Gym, Kitchen, Air Conditioning",119.33,0.75,2684.93,1,0,4.6,71
Bandung,Apartment,4,"Pool, Air Conditioning, Kitchen",128.47,0.75,2890.57,2,0,5.0,432
Bandung,Studio,1,"Air Conditioning, Gym, Kitchen, Parking, Pool",47.47,0.54,769.01,7,1,5.0,222
Jakarta,Apartment,2,"Air Conditioning, WiFi, Gym, Pool",62.58,0.52,976.25,7,1,4.5,94
Yogyakarta,Villa,1,"Kitchen, Air Conditioning, Pool, Gym",97.66,0.79,2314.54,3,0,3.5,400
Bandung,Villa,1,"Kitchen, Pool, WiFi",129.94,0.87,3391.43,1,0,3.7,425
Bandung,Apartment,2,"Pool, Air Conditioning, WiFi, Parking, Kitchen",166.37,0.95,4741.55,3,0,3.7,37
Yogyakarta,Studio,4,"Air Conditioning, Gym, WiFi, Pool",212.2,0.67,4265.22,3,0,4.2,201
Bali,Apartment,3,"Gym, Parking, Pool",48.8,0.89,1302.96,1,0,4.7,92
Yogyakarta,Studio,5,"Kitchen, Pool, WiFi, Parking, Air Conditioning",234.21,0.42,2951.05,7,1,3.8,163
Bali,House,3,"Air Conditioning, Parking",218.24,0.65,4255.68,9,0,3.7,326
Jakarta,Studio,1,"Air Conditioning, Kitchen, Pool, Parking",121.08,0.83,3014.89,1,0,3.7,368
Bandung,Villa,5,"Kitchen, Air Conditioning, Parking, Gym, WiFi",211.8,0.76,4829.04,5,0,4.9,285
Bali,Villa,4,"Parking, Gym, WiFi, Kitchen",109.17,0.87,2849.34,9,0,4.6,291
Bali,Villa,4,"WiFi, Air Conditioning, Kitchen",203.59,0.72,4397.54,5,0,3.9,75
Surabaya,Villa,4,"Gym, Pool",38.98,0.58,678.25,4,0,3.3,408
Bandung,Villa,1,"Air Conditioning, Pool, Parking, Gym",141.58,0.89,3780.19,12,1,4.2,300
Surabaya,Studio,1,"Pool, Parking, Kitchen, WiFi",137.29,0.94,3871.58,3,0,3.4,29
Surabaya,House,4,"Pool, WiFi, Parking",189.56,0.69,3923.89,9,0,3.5,422
Surabaya,House,1,"Pool, Air Conditioning, WiFi, Parking",225.16,0.43,2904.56,11,0,4.8,311
Yogyakarta,Villa,3,"Parking, Pool, Air Conditioning",295.62,0.54,4789.04,8,0,4.7,164
Surabaya,House,5,"Kitchen, Air Conditioning, Gym",60.31,0.79,1429.35,11,0,3.0,370
Bandung,Studio,4,"Air Conditioning, Gym, Parking, WiFi, Pool",204.16,0.92,5634.82,9,0,3.4,78
Bali,Studio,4,"Air Conditioning, Gym",165.12,0.4,1981.44,10,0,3.6,63
Surabaya,Studio,4,"WiFi, Pool, Parking, Gym, Air Conditioning",121.44,0.7,2550.24,9,0,3.6,391
Jakarta,Apartment,2,"Pool, WiFi",106.84,0.48,1538.5,10,0,4.6,120
Jakarta,Villa,4,"Gym, Parking",139.95,0.77,3232.84,9,0,4.2,439
Bandung,Apartment,5,"WiFi, Air Conditioning, Pool",259.07,0.82,6373.12,8,0,3.5,457
Surabaya,Apartment,5,"Gym, WiFi",182.06,0.47,2567.05,7,1,4.0,422
Surabaya,Villa,2,"Kitchen, Pool, WiFi, Air Conditioning",58.89,0.91,1607.7,3,0,3.7,173
Jakarta,Villa,1,"Pool, Kitchen, Gym, WiFi",264.03,0.65,5148.59,3,0,4.9,273
Surabaya,House,1,"Pool, Parking, Kitchen, Gym",90.26,0.43,1164.35,10,0,3.3,467
Jakarta,House,3,"Pool, Parking, Kitchen",283.25,0.54,4588.65,7,1,3.9,410
Bali,Villa,2,"Kitchen, Pool, Gym",76.09,0.86,1963.12,6,1,4.2,449
Bali,Villa,1,"Gym, WiFi, Parking, Air Conditioning, Pool",53.24,0.92,1469.42,1,0,3.0,338
Surabaya,House,3,"Air Conditioning, Pool, WiFi",70.35,0.7,1477.35,4,0,3.6,366
Bandung,House,2,"Pool, Parking, Kitchen, Air Conditioning, Gym",116.12,0.81,2821.72,5,0,4.0,319
Surabaya,Studio,3,"WiFi, Gym, Kitchen, Air Conditioning",256.95,0.85,6552.22,3,0,3.3,385
Yogyakarta,Apartment,2,"WiFi, Gym, Kitchen, Pool, Air Conditioning",189.51,0.86,4889.36,10,0,3.8,434
Bandung,Apartment,2,"Pool, Parking, Air Conditioning, Kitchen",106.41,0.53,1691.92,4,0,3.8,441
Bandung,Apartment,4,"Kitchen, Parking",213.39,0.67,4289.14,1,0,4.1,138
Bandung,Villa,4,"Pool, Gym, Kitchen",114.12,0.93,3183.95,9,0,4.4,492
Jakarta,Apartment,2,"Pool, Gym, Parking",270.2,0.91,7376.46,6,1,4.6,257
Yogyakarta,Studio,4,"Air Conditioning, WiFi, Parking, Pool",103.5,0.7,2173.5,1,0,4.5,253
Bali,Villa,1,"Parking, Gym, Air Conditioning, Pool",84.11,0.78,1968.17,4,0,3.9,403
Surabaya,Villa,2,"Parking, WiFi, Pool, Kitchen, Gym",206.75,0.45,2791.13,11,0,3.3,279
Surabaya,House,1,"Kitchen, Gym, Parking, Pool, WiFi",48.36,0.88,1276.7,10,0,4.1,153
Bandung,Studio,1,"WiFi, Parking",126.57,0.76,2885.8,4,0,4.2,70
Bali,House,3,"Gym, Pool",296.43,0.69,6136.1,10,0,4.7,87
Surabaya,Villa,3,"Parking, Pool, Air Conditioning",170.16,0.69,3522.31,6,1,4.4,386
Jakarta,House,3,"WiFi, Parking, Kitchen",253.07,0.46,3492.37,7,1,4.4,320
Yogyakarta,Villa,3,"Kitchen, Gym",128.09,0.66,2536.18,5,0,4.2,36
Surabaya,Villa,1,"Pool, Kitchen, WiFi, Air Conditioning, Parking",50.16,0.46,692.21,5,0,4.6,229
Bali,Studio,4,"WiFi, Air Conditioning, Gym",228.69,0.46,3155.92,1,0,3.8,421
Jakarta,Studio,3,"WiFi, Gym, Air Conditioning, Kitchen, Pool",206.87,0.57,3537.48,7,1,4.3,482
Yogyakarta,Apartment,5,"Parking, Air Conditioning",68.92,0.62,1281.91,5,0,3.3,121
Bali,Studio,2,"Parking, WiFi, Pool, Air Conditioning, Kitchen",154.53,0.88,4079.59,2,0,4.9,389
Jakarta,House,1,"Air Conditioning, Kitchen, WiFi, Gym",208.34,0.76,4750.15,4,0,3.3,496
Yogyakarta,House,5,"WiFi, Gym, Pool, Parking",260.06,0.86,6709.55,8,0,3.5,197
Bandung,House,4,"Gym, Kitchen, Parking, Pool",150.0,0.93,4185.0,5,0,3.5,267
Yogyakarta,Apartment,1,"Kitchen, Gym",164.5,0.45,2220.75,5,0,3.3,217
Bandung,House,5,"WiFi, Parking, Kitchen, Pool, Air Conditioning",142.72,0.9,3853.44,3,0,4.8,189
Bali,House,3,"WiFi, Air Conditioning, Parking, Pool, Gym",139.7,0.74,3101.34,8,0,3.2,431
Bandung,Studio,5,"Parking, Gym",265.26,0.53,4217.63,10,0,3.4,170
Surabaya,House,3,"Air Conditioning, Gym, Kitchen",286.46,0.76,6531.29,10,0,3.7,134
Jakarta,Apartment,5,"WiFi, Pool, Parking, Kitchen, Gym",63.65,0.79,1508.51,2,0,5.0,50
Bandung,Villa,1,"Kitchen, Parking, Gym, WiFi",256.26,0.49,3767.02,7,1,4.5,319
Surabaya,Apartment,1,"Gym, Air Conditioning, Parking, Kitchen",191.63,0.56,3219.38,12,1,4.5,53
Bandung,Apartment,4,"Pool, Kitchen, Parking, WiFi, Air Conditioning",51.36,0.43,662.54,10,0,4.8,140
Surabaya,Villa,4,"Gym, Kitchen, Pool, Air Conditioning",95.3,0.55,1572.45,3,0,3.1,218
Surabaya,House,5,"Gym, Parking, Pool, Kitchen",39.7,0.85,1012.35,7,1,3.5,71
Jakarta,Villa,4,"Kitchen, Gym",295.23,0.74,6554.11,2,0,4.5,424
Yogyakarta,Villa,3,"Gym, WiFi",185.71,0.66,3677.06,12,1,3.2,315
Yogyakarta,Villa,1,"Pool, Gym, WiFi, Parking",226.65,0.89,6051.56,11,0,4.3,18
Surabaya,Studio,5,"Gym, Kitchen, Parking",50.96,0.41,626.81,12,1,3.5,442
Bandung,Apartment,1,"Parking, Kitchen, Pool, WiFi",51.67,0.62,961.06,10,0,4.8,408
Bandung,Villa,4,"Kitchen, Gym",51.1,0.93,1425.69,9,0,3.4,462
Yogyakarta,Villa,3,"WiFi, Gym, Kitchen, Air Conditioning",192.54,0.63,3639.01,12,1,4.3,360
Surabaya,Villa,4,"Kitchen, Gym",57.51,0.77,1328.48,6,1,4.1,404
Jakarta,House,1,"Air Conditioning, Parking",122.04,0.54,1977.05,1,0,3.0,495
Yogyakarta,Apartment,4,"Parking, WiFi",277.16,0.82,6818.14,2,0,4.6,395
Surabaya,Villa,3,"Kitchen, Air Conditioning, Pool, Gym, Parking",289.76,0.4,3477.12,12,1,3.5,251
Yogyakarta,House,2,"Kitchen, Air Conditioning",143.98,0.77,3325.94,4,0,4.5,423
Yogyakarta,House,1,"Parking, Pool, WiFi",126.17,0.42,1589.74,4,0,3.4,462
Bali,Villa,2,"Air Conditioning, Kitchen, WiFi, Pool, Gym",233.16,0.58,4056.98,5,0,4.5,493
Surabaya,Studio,2,"Gym, Air Conditioning",167.98,0.75,3779.55,3,0,4.0,318
Yogyakarta,House,1,"Parking, Kitchen, WiFi, Gym, Air Conditioning",93.66,0.47,1320.61,3,0,4.3,179
Jakarta,Villa,2,"Parking, WiFi, Air Conditioning, Gym",107.7,0.86,2778.66,8,0,3.4,351
Jakarta,Apartment,1,"Kitchen, Pool, WiFi",167.61,0.69,3469.53,11,0,4.8,448
Surabaya,Studio,4,"Kitchen, Air Conditioning, Gym, Pool",50.7,0.85,1292.85,2,0,3.0,207
Jakarta,Apartment,4,"Air Conditioning, Kitchen, Gym, Pool",78.88,0.71,1680.14,2,0,3.0,134
Surabaya,Apartment,3,"Air Conditioning, Kitchen, Gym, WiFi",262.35,0.76,5981.58,6,1,3.1,107
Surabaya,Studio,1,"Air Conditioning, Kitchen, WiFi, Parking",148.34,0.54,2403.11,10,0,3.8,268
Bandung,Apartment,3,"WiFi, Parking",225.77,0.93,6298.98,2,0,4.8,186
Surabaya,House,3,"WiFi, Air Conditioning, Kitchen, Pool, Parking",288.69,0.65,5629.45,10,0,4.1,388
Jakarta,Studio,5,"Gym, Air Conditioning, Kitchen",136.96,0.67,2752.9,8,0,4.7,137
Yogyakarta,Studio,1,"Parking, WiFi",43.94,0.94,1239.11,12,1,4.2,214
Yogyakarta,House,1,"Parking, Kitchen, Pool, Air Conditioning, Gym",56.57,0.71,1204.94,2,0,3.5,45
Bandung,Studio,3,"WiFi, Parking, Kitchen",196.87,0.81,4783.94,9,0,3.4,20
Bandung,Apartment,1,"WiFi, Gym, Parking, Kitchen",241.53,0.42,3043.28,10,0,3.7,166
Bandung,Apartment,2,"WiFi, Air Conditioning, Gym",107.88,0.82,2653.85,6,1,4.6,419
Surabaya,Apartment,4,"Pool, WiFi, Parking",53.88,0.83,1341.61,12,1,3.6,203
Jakarta,Apartment,3,"Kitchen, WiFi, Parking",98.28,0.53,1562.65,5,0,4.2,87
Yogyakarta,Apartment,1,"Parking, Pool",74.65,0.55,1231.73,7,1,3.0,320
Jakarta,Studio,1,"Parking, Air Conditioning, Pool",215.64,0.84,5434.13,9,0,3.1,324
Bandung,Villa,5,"Parking, Kitchen, Pool, Air Conditioning, Gym",124.08,0.51,1898.42,11,0,3.7,388
Surabaya,House,1,"Pool, WiFi, Gym, Kitchen, Air Conditioning",226.45,0.87,5910.34,12,1,3.8,209
Bali,Villa,2,"Pool, Air Conditioning",45.95,0.53,730.61,1,0,3.8,132
Bali,Apartment,5,"Pool, Parking, WiFi, Air Conditioning",243.99,0.67,4904.2,7,1,4.6,25
Yogyakarta,Villa,4,"Parking, Kitchen, Pool",46.18,0.92,1274.57,10,0,3.9,199
Bandung,Apartment,5,"Pool, Parking",146.59,0.77,3386.23,4,0,4.8,382
Jakarta,Apartment,4,"WiFi, Parking",134.85,0.93,3762.32,5,0,3.2,229
Surabaya,House,3,"WiFi, Pool, Kitchen, Parking, Gym",228.71,0.89,6106.56,5,0,3.2,144
Jakarta,Villa,1,"Air Conditioning, Gym, Pool, Parking, WiFi",191.34,0.7,4018.14,5,0,4.3,36
Bali,Villa,5,"Gym, WiFi",49.92,0.59,883.58,10,0,4.2,170
Bandung,Villa,5,"Gym, Kitchen, WiFi, Pool, Parking",50.12,0.4,601.44,8,0,3.7,42
Bali,House,2,"Air Conditioning, Parking, WiFi, Kitchen, Pool",225.03,0.76,5130.68,8,0,4.2,155
Jakarta,Villa,3,"Kitchen, Air Conditioning",63.46,0.45,856.71,3,0,4.7,362
Jakarta,House,5,"Gym, Air Conditioning, Pool, WiFi",150.64,0.87,3931.7,3,0,4.0,151
Bandung,Apartment,1,"Air Conditioning, Parking",191.99,0.72,4146.98,7,1,4.3,418
Surabaya,House,1,"Gym, Air Conditioning",117.82,0.53,1873.34,5,0,4.4,156
Yogyakarta,Studio,2,"Parking, Pool, Air Conditioning",192.15,0.64,3689.28,1,0,4.4,46
Surabaya,Apartment,2,"Gym, Pool, Parking",141.86,0.9,3830.22,11,0,4.8,178
Surabaya,Studio,2,"Air Conditioning, Gym",286.25,0.85,7299.38,1,0,4.1,13
Bandung,Apartment,3,"WiFi, Gym, Parking, Pool",103.3,0.93,2882.07,9,0,4.3,63
Yogyakarta,House,3,"Gym, Air Conditioning",117.48,0.43,1515.49,3,0,4.2,284
Bandung,House,1,"Air Conditioning, Gym, WiFi",242.12,0.85,6174.06,4,0,3.4,499
Jakarta,Apartment,3,"Kitchen, Pool, Parking, Gym",277.14,0.41,3408.82,2,0,3.8,198
Jakarta,Apartment,2,"Pool, WiFi, Air Conditioning, Kitchen, Parking",143.1,0.64,2747.52,9,0,4.8,236
Yogyakarta,Villa,1,"Gym, Air Conditioning, Parking, WiFi",149.92,0.78,3508.13,11,0,4.5,358
Surabaya,Studio,2,"Kitchen, WiFi, Pool, Parking, Gym",186.55,0.9,5036.85,10,0,4.9,91
Bali,Apartment,4,"Parking, Kitchen, WiFi, Air Conditioning, Pool",213.73,0.79,5065.4,10,0,3.6,397
Jakarta,Studio,5,"Parking, Kitchen",179.16,0.51,2741.15,6,1,3.4,110
Bandung,Studio,5,"Pool, Gym, Kitchen, Air Conditioning",171.7,0.45,2317.95,5,0,4.7,91
Jakarta,Villa,3,"Pool, WiFi, Gym",70.49,0.72,1522.58,10,0,4.6,321
Jakarta,Apartment,4,"WiFi, Pool, Kitchen, Gym",230.83,0.59,4085.69,8,0,3.7,142
Yogyakarta,Studio,1,"Gym, Pool",218.36,0.67,4389.04,1,0,4.2,150
Surabaya,House,1,"Air Conditioning, Parking, Pool",229.59,0.67,4614.76,2,0,4.9,109
Bali,Villa,3,"WiFi, Parking, Kitchen, Pool, Air Conditioning",207.1,0.85,5281.05,1,0,4.5,264
Surabaya,Apartment,2,"WiFi, Pool, Gym, Kitchen, Parking",284.49,0.8,6827.76,8,0,4.7,436
Bali,House,3,"WiFi, Air Conditioning, Parking",150.44,0.62,2798.18,4,0,3.8,21
Jakarta,House,2,"Pool, Air Conditioning, Gym, WiFi",145.88,0.9,3938.76,4,0,3.6,257
Surabaya,Apartment,2,"WiFi, Kitchen, Parking, Gym",261.93,0.49,3850.37,4,0,3.6,37
Bali,House,4,"Air Conditioning, WiFi",113.86,0.47,1605.43,12,1,4.9,377
Bali,Studio,4,"WiFi, Air Conditioning, Parking",222.67,0.84,5611.28,1,0,4.9,460
Jakarta,Villa,1,"Parking, WiFi, Kitchen, Air Conditioning, Gym",178.73,0.91,4879.33,10,0,4.1,219
Yogyakarta,Studio,3,"Air Conditioning, Pool, Gym, Parking",264.3,0.83,6581.07,9,0,4.1,474
Bali,House,2,"Kitchen, WiFi, Gym",223.99,0.65,4367.81,4,0,4.4,228
Bandung,Apartment,2,"Gym, WiFi",227.84,0.77,5263.1,9,0,4.6,160
Jakarta,Villa,1,"WiFi, Kitchen, Pool, Air Conditioning, Gym",69.66,0.65,1358.37,1,0,4.4,235
Jakarta,Villa,5,"Parking, WiFi, Air Conditioning, Pool, Gym",49.71,0.47,700.91,5,0,4.3,118
Yogyakarta,Villa,2,"Pool, Kitchen, Air Conditioning, WiFi",102.84,0.7,2159.64,9,0,3.7,266
Jakarta,Apartment,5,"Kitchen, Air Conditioning, Gym, Pool, WiFi",150.88,0.7,3168.48,10,0,4.0,249
Yogyakarta,Villa,2,"Pool, Gym, Air Conditioning, Parking, Kitchen",89.56,0.74,1988.23,2,0,3.3,398
Bandung,House,4,"Air Conditioning, WiFi, Kitchen",130.54,0.72,2819.66,1,0,4.6,335
Bali,Villa,3,"Gym, Kitchen, WiFi, Air Conditioning",263.37,0.62,4898.68,4,0,3.9,361
Bandung,Villa,1,"Pool, Parking, Air Conditioning, WiFi",258.9,0.52,4038.84,2,0,3.1,182
Yogyakarta,Apartment,4,"Pool, Gym, Kitchen, Parking, Air Conditioning",76.11,0.76,1735.31,3,0,3.5,149
Bali,Apartment,2,"Gym, Parking, Air Conditioning, WiFi",173.26,0.68,3534.5,4,0,5.0,333
Yogyakarta,Studio,5,"Air Conditioning, WiFi, Gym",155.93,0.46,2151.83,10,0,4.1,181
Jakarta,House,1,"Kitchen, Pool, Air Conditioning, WiFi, Parking",222.85,0.8,5348.4,3,0,4.8,338
Yogyakarta,Studio,1,"WiFi, Gym",175.09,0.79,4149.63,11,0,3.8,294
Bali,Studio,5,"WiFi, Gym, Air Conditioning, Kitchen",41.46,0.93,1156.73,8,0,3.0,265
Bandung,House,2,"WiFi, Pool, Kitchen, Parking, Air Conditioning",40.5,0.84,1020.6,1,0,3.6,358
Bandung,House,4,"Parking, WiFi, Air Conditioning, Pool",40.31,0.77,931.16,1,0,4.9,19
Bali,House,5,"Kitchen, Air Conditioning, WiFi",245.39,0.55,4048.94,3,0,4.5,441
Yogyakarta,Apartment,1,"WiFi, Kitchen, Parking, Pool, Air Conditioning",201.05,0.86,5187.09,6,1,3.8,235
Bandung,House,1,"Pool, WiFi",88.89,0.93,2480.03,7,1,3.3,340
Jakarta,House,5,"Pool, Air Conditioning, WiFi, Parking, Gym",275.45,0.45,3718.57,11,0,3.1,343
Jakarta,Apartment,5,"Air Conditioning, WiFi, Parking, Pool",146.69,0.86,3784.6,1,0,4.9,185
Jakarta,Apartment,2,"Air Conditioning, Kitchen, Gym, Pool",284.89,0.9,7692.03,4,0,4.6,379
Bali,Villa,1,"Air Conditioning, WiFi, Kitchen",148.45,0.89,3963.61,12,1,4.4,49
Bandung,Villa,1,"Parking, Gym, Pool, Air Conditioning",34.71,0.95,989.24,10,0,3.3,66
Jakarta,House,4,"Gym, Pool, WiFi",101.83,0.89,2718.86,11,0,4.7,471
Bandung,Studio,4,"Kitchen, Parking, Gym, Air Conditioning",280.86,0.79,6656.38,12,1,4.8,426
Jakarta,Villa,1,"Air Conditioning, Kitchen, Gym",91.82,0.6,1652.76,3,0,3.4,176
Surabaya,Studio,2,"Pool, Parking, WiFi, Kitchen",181.4,0.61,3319.62,2,0,3.3,99
Bandung,Villa,1,"WiFi, Pool, Air Conditioning, Kitchen, Gym",109.52,0.56,1839.94,7,1,3.2,34
Bali,Apartment,3,"Air Conditioning, Pool, Gym, WiFi, Kitchen",298.43,0.93,8326.2,7,1,3.2,140
Jakarta,Studio,5,"Gym, WiFi",38.95,0.56,654.36,6,1,4.6,247
Yogyakarta,Villa,2,"Pool, Parking",149.06,0.58,2593.64,2,0,3.5,239
Bali,Studio,1,"Air Conditioning, Parking, Pool, Kitchen",50.4,0.65,982.8,9,0,3.6,345
Jakarta,Villa,3,"Parking, Pool",100.76,0.51,1541.63,7,1,4.1,86
Surabaya,Villa,1,"WiFi, Gym, Parking",153.01,0.66,3029.6,10,0,3.7,68
Yogyakarta,Villa,1,"WiFi, Kitchen, Gym, Pool",167.9,0.5,2518.5,3,0,4.7,27
Jakarta,Studio,2,"Kitchen, Parking, Pool, Air Conditioning",196.61,0.63,3715.93,5,0,4.0,397
Surabaya,Villa,2,"WiFi, Gym",38.83,0.71,827.08,10,0,3.5,325
Bali,House,5,"Gym, WiFi",138.91,0.43,1791.94,10,0,4.0,101
Surabaya,House,5,"Pool, Parking",48.29,0.61,883.71,6,1,3.6,255
Bali,House,2,"Parking, Kitchen",97.62,0.7,2050.02,10,0,4.0,245
Yogyakarta,House,1,"Parking, Pool, Kitchen, WiFi, Gym",61.82,0.65,1205.49,7,1,3.5,372
Yogyakarta,Apartment,5,"WiFi, Pool, Parking",203.52,0.52,3174.91,8,0,4.7,168
Bali,Apartment,4,"Air Conditioning, Gym, Parking",142.36,0.75,3203.1,7,1,4.4,20
Yogyakarta,Apartment,3,"WiFi, Pool, Parking, Air Conditioning",299.1,0.49,4396.77,11,0,3.6,293
Bali,Studio,2,"Kitchen, Parking, Pool",40.45,0.45,546.08,7,1,3.8,484
Surabaya,Villa,1,"WiFi, Air Conditioning, Gym, Parking",264.07,0.53,4198.71,5,0,3.4,297
Surabaya,Villa,1,"Parking, Pool, WiFi, Air Conditioning",275.36,0.94,7765.15,9,0,4.9,390
Bandung,Villa,4,"Parking, WiFi, Kitchen, Pool",269.37,0.42,3394.06,9,0,3.9,403
Jakarta,House,4,"WiFi, Pool",99.58,0.74,2210.68,7,1,4.1,362
Jakarta,Villa,5,"Air Conditioning, Kitchen, Gym",71.89,0.69,1488.12,3,0,3.9,392
Surabaya,Apartment,3,"Kitchen, WiFi, Gym, Air Conditioning, Parking",268.64,0.8,6447.36,7,1,3.1,367
Bandung,Villa,4,"Kitchen, Air Conditioning, Pool",173.95,0.91,4748.84,4,0,4.1,291
Jakarta,Studio,1,"Parking, Kitchen, WiFi, Pool, Gym",158.54,0.79,3757.4,9,0,3.9,132
Bandung,Studio,1,"Air Conditioning, Gym, Kitchen, Parking, Pool",241.87,0.69,5006.71,2,0,5.0,164
Yogyakarta,House,3,"Pool, Air Conditioning",127.34,0.73,2788.75,2,0,4.1,467
Bandung,House,2,"Kitchen, Parking, WiFi, Air Conditioning, Gym",107.59,0.53,1710.68,8,0,3.7,25
Jakarta,Apartment,2,"Kitchen, WiFi, Parking",275.72,0.64,5293.82,2,0,3.5,19
Bandung,House,5,"Parking, Kitchen, Pool, Gym, Air Conditioning",97.17,0.86,2506.99,6,1,4.6,448
Bali,Villa,1,"WiFi, Kitchen, Pool",253.25,0.84,6381.9,2,0,3.1,386
Surabaya,House,1,"WiFi, Kitchen, Gym, Parking, Air Conditioning",284.83,0.5,4272.45,3,0,4.5,415
Surabaya,House,2,"Kitchen, Air Conditioning",206.19,0.58,3587.71,7,1,4.0,178
Yogyakarta,Studio,4,"Air Conditioning, Pool, Gym, WiFi",56.05,0.66,1109.79,10,0,3.9,400
Jakarta,Apartment,4,"Gym, Pool, WiFi, Air Conditioning",98.82,0.73,2164.16,11,0,3.5,255
Surabaya,Apartment,4,"WiFi, Parking, Pool, Air Conditioning",147.73,0.81,3589.84,12,1,4.1,263
Yogyakarta,Apartment,2,"Air Conditioning, Parking, Gym, Pool",125.77,0.7,2641.17,11,0,3.2,376
Bali,House,5,"Air Conditioning, Pool, Kitchen, Parking",83.67,0.66,1656.67,11,0,3.7,334
Yogyakarta,House,3,"WiFi, Air Conditioning",174.61,0.59,3090.6,4,0,3.0,241
Surabaya,Villa,5,"Parking, WiFi",80.41,0.57,1375.01,7,1,3.3,466
Jakarta,Apartment,3,"WiFi, Gym, Air Conditioning, Pool, Parking",210.3,0.68,4290.12,12,1,3.4,279
Jakarta,House,4,"Kitchen, WiFi",221.76,0.45,2993.76,12,1,4.7,114
Yogyakarta,House,2,"Parking, Gym, WiFi, Kitchen, Pool",207.54,0.8,4980.96,12,1,3.3,23
Bali,Villa,2,"Parking, WiFi, Kitchen",253.34,0.83,6308.17,4,0,4.6,97
Jakarta,House,4,"Gym, Pool, WiFi, Air Conditioning, Parking",177.16,0.69,3667.21,3,0,3.8,448
Surabaya,House,4,"Pool, Gym",231.84,0.61,4242.67,7,1,4.1,148
Yogyakarta,Villa,1,"Kitchen, Gym, Pool, Parking, WiFi",178.8,0.56,3003.84,6,1,3.7,193
Bandung,Apartment,4,"Air Conditioning, Parking, WiFi, Gym",207.07,0.67,4162.11,11,0,4.0,441
Yogyakarta,Apartment,2,"Parking, Pool, Kitchen",176.14,0.69,3646.1,12,1,4.2,56
Jakarta,Apartment,1,"Air Conditioning, WiFi",171.57,0.58,2985.32,10,0,4.0,93
Bandung,Studio,1,"Parking, Kitchen",176.96,0.81,4300.13,3,0,4.6,251
Jakarta,House,2,"Parking, WiFi, Pool, Gym",243.38,0.41,2993.57,7,1,4.7,448
Yogyakarta,Apartment,3,"Parking, Pool",279.2,0.41,3434.16,1,0,4.1,46
Jakarta,House,4,"Pool, Parking, Gym, Kitchen",196.59,0.44,2594.99,1,0,3.9,176
Yogyakarta,Studio,4,"Air Conditioning, Kitchen, Parking",77.92,0.45,1051.92,10,0,3.1,400
Surabaya,Apartment,4,"Pool, Air Conditioning, Gym, WiFi, Kitchen",48.82,0.71,1039.87,7,1,3.3,111
Bali,Villa,2,"Kitchen, Gym, Parking, WiFi, Air Conditioning",86.03,0.87,2245.38,6,1,4.0,329
Bali,Villa,3,"WiFi, Parking, Pool, Air Conditioning, Kitchen",94.4,0.87,2463.84,5,0,4.1,41
